,Unnamed: 0,매매가,실구매가,위치,공급면적,전용면적,해당동,해당세대수,방/욕실수,해당층/총층,방향,현관/난방,단지규모,총세대수,총동수,교통시설,학교시설,편의시설
0,0,"55,000만원","55,000만원",경기도 고양시 대화동 2579 ,112.4㎡,84.63㎡,701동,592가구,3/2개,4/20,남서향,계단식/지역난방,8개동 총 668가구,668 세대,8개동, 3호선 대화역 도보 5분 거리,"한내초등,대화초등,대송중,대화고","롯데백화점,뉴코아백화점,킴스클럽,홈플러스,일산호수공원,일산백병원,종합운동장,현대백화점"
1,1,"68,000만원","68,000만원",경기도 고양시 대화동 2580 ,109.09㎡,84.86㎡,802동,497가구,3/2개,14/14,남동향,계단식/지역난방,10개동 총 811가구,811 세대,10개동, 3호선 대화역 차량 5분 거리,"한내초등,대화초등,대송중,대화고","현대백화점,일산백병원,근린공원,일산호수공원,뉴코아백화점,롯데백화점,그랜드백화점"
2,2,"52,000만원","52,000만원",경기도 고양시 대화동 2573 ,112.4㎡,84.43㎡,305동,706가구,3/2개,13/20,남서향,계단식/지역난방,8개동 총 706가구,706 세대,8개동, 3호선 대화역 차량 5분 거리,"한내초등,대화초등,대송중,대화고","뉴코아백화점,이마트,일산호수공원,동국대한방병원,일산백병원,현대백화점"
3,3,"52,000만원","52,000만원",경기도 고양시 대화동 2570 ,112.4B㎡,84.26㎡,604동,649가구,3/2개,10/20,남서향,계단식/지역난방,14개동 총 1255가구,1255 세대,14개동, 3호선 대화역 차량 5분 거리,"한내초등,대화초등,대송중,대화고","농수산물유통센터,종합운동장,일산백병원,국립암센터,홈플러스,그랜드백화점,일산호수공원,현대백화점"
4,4,"41,000만원","41,000만원",경기도 고양시 일산동 576-4 ,104.61㎡,82.65㎡,101동,296가구,3/2개,16/27,남향,계단식/개별난방,4개동 총 496가구,496 세대,4개동, 3호선 주엽역 차량 10분 거리,"안곡초등, 현산중, 일산공고","그랜드백화점(일산점), 뉴코아백화점(일산점), 롯데백화점(일산점), 그랜드마트(일산점), 롯데마트(일산점), 이마트(일산점), 해태쇼핑스포츠센타"
5,5,"39,000만원","39,000만원",경기도 고양시 일산동 576-4 ,104.61㎡,82.65㎡,103동,296가구,3/2개,8/27,동향,계단식/개별난방,4개동 총 496가구,496 세대,4개동, 3호선 주엽역 차량 10분 거리,"안곡초등, 현산중, 일산공고","그랜드백화점(일산점), 뉴코아백화점(일산점), 롯데백화점(일산점), 그랜드마트(일산점), 롯데마트(일산점), 이마트(일산점), 해태쇼핑스포츠센타"
6,6,"36,500만원","36,500만원",경기도 고양시 일산동 576-4 ,104.61㎡,82.65㎡,103동,296가구,3/2개,4/27,동향,계단식/개별난방,4개동 총 496가구,496 세대,4개동, 3호선 주엽역 차량 10분 거리,"안곡초등, 현산중, 일산공고","그랜드백화점(일산점), 뉴코아백화점(일산점), 롯데백화점(일산점), 그랜드마트(일산점), 롯데마트(일산점), 이마트(일산점), 해태쇼핑스포츠센타"
7,7,"36,500만원","36,500만원",경기도 고양시 일산동 576-4 ,104.61㎡,82.65㎡,103동,296가구,3/2개,2/27,남향,계단식/개별난방,4개동 총 496가구,496 세대,4개동, 3호선 주엽역 차량 10분 거리,"안곡초등, 현산중, 일산공고","그랜드백화점(일산점), 뉴코아백화점(일산점), 롯데백화점(일산점), 그랜드마트(일산점), 롯데마트(일산점), 이마트(일산점), 해태쇼핑스포츠센타"
8,8,"34,000만원","34,000만원",경기도 고양시 고양동 719 ,87.08㎡,59.5㎡,308동,145가구,3/2개,7/25,남향,계단식/개별난방,11개동 총 958가구,958 세대,11개동, 6호선 불광역 차량 10분 거리 3호선 불광역 차량 10분 거리,"고양초등, 목암초등, 목암중, 벽제중,벽제외국어고","롯데백화점,세이브존"
9,9,"45,000만원","45,000만원",경기도 고양시 고양동 719 ,108.28A㎡,82.65㎡,301동,356가구,3/2개,14/25,남향,계단식/개별난방,11개동 총 958가구,958 세대,11개동, 6호선 불광역 차량 10분 거리 3호선 불광역 차량 10분 거리,"고양초등, 목암초등, 목암중, 벽제중,벽제외국어고","롯데백화점,세이브존"
10,10,"40,000만원","18,500만원",경기도 고양시 고양동 719 ,113.32㎡,82.65㎡,304동,253가구,3/2개,19/25,남향,계단식/개별난방,11개동 총 958가구,958 세대,11개동, 6호선 불광역 차량 10분 거리 3호선 불광역 차량 10분 거리,"고양초등, 목암초등, 목암중, 벽제중,벽제외국어고","롯데백화점,세이브존"
11,11,"40,000만원","18,500만원",경기도 고양시 고양동 719 ,113.32㎡,82.65㎡,304동,253가구,3/2개,19/25,남향,계단식/개별난방,11개동 총 958가구,958 세대,11개동, 6호선 불광역 차량 10분 거리 3호선 불광역 차량 10분 거리,"고양초등, 목암초등, 목암중, 벽제중,벽제외국어고","롯데백화점,세이브존"
12,12,"40,000만원","40,000만원",경기도 고양시 고양동 719 ,113.32㎡,82.65㎡,304동,253가구,3/2개,15/25,남서향,계단식/개별난방,11개동 총 958가구,958 세대,11개동, 6호선 불광역 차량 10분 거리 3호선 불광역 차량 10분 거리,"고양초등, 목암초등, 목암중, 벽제중,벽제외국어고","롯데백화점,세이브존"
13,13,"52,000만원","52,000만원",경기도 고양시 고양동 734 ,132.23㎡,92.96㎡,401동,148가구,3/2개,14/19,남서향,계단식/개별난방,6개동 총 241가구,241 세대,6개동,,"목암초등, 목암중",SM마트
14,14,"60,000만원","60,000만원",경기도 고양시 고양동 734 ,158.68㎡,125.92㎡,402동,93가구,3/2개,4/19,남동향,계단식/개별난방,6개동 총 241가구,241 세대,6개동,,"목암초등, 목암중",SM마트
15,15,"60,000만원","33,000만원",경기도 고양시 고양동 734 ,158.68㎡,125.92㎡,402동,93가구,3/2개,중/19,남동향,계단식/개별난방,6개동 총 241가구,241 세대,6개동,,"목암초등, 목암중",SM마트
16,16,"55,000만원","37,000만원",경기도 고양시 고양동 734 ,158.68㎡,125.92㎡,402동,93가구,4/2개,저/19,남동향,계단식/개별난방,6개동 총 241가구,241 세대,6개동,,"목암초등, 목암중",SM마트
17,17,"53,000만원","53,000만원",경기도 고양시 고양동 1121 ,147.77㎡,112.4㎡,1009동,88가구,3/2개,15/15,남동향,계단식/개별난방,12개동 총 557가구,557 세대,12개동,,"목암초등,고양초등,목암중",국군벽제병원
18,18,"35,000만원","35,000만원",경기도 고양시 고양동 730 ,79.34㎡,59.97㎡,501동,117가구,3/2개,15/20,남서향,계단식/개별난방,8개동 총 460가구,460 세대,8개동,,"고양초등, 목암초등, 목암중, 고양외국어고","롯데백화점(일산점), 세이브존, 롯데마트(화정점)"
19,19,"47,000만원","47,000만원",경기도 고양시 고양동 730 ,105.79㎡,84.79㎡,508동,343가구,3/2개,13/20,남동향,계단식/개별난방,8개동 총 460가구,460 세대,8개동,,"고양초등, 목암초등, 목암중, 고양외국어고","롯데백화점(일산점), 세이브존, 롯데마트(화정점)"
20,20,"45,500만원","21,500만원",경기도 고양시 고양동 730 ,105.79㎡,84.79㎡,502동,343가구,3/2개,14/20,남동향,계단식/개별난방,8개동 총 460가구,460 세대,8개동,,"고양초등, 목암초등, 목암중, 고양외국어고","롯데백화점(일산점), 세이브존, 롯데마트(화정점)"
21,21,"45,000만원","45,000만원",경기도 고양시 고양동 730 ,105.79㎡,84.79㎡,506동,343가구,3/2개,16/20,남동향,계단식/개별난방,8개동 총 460가구,460 세대,8개동,,"고양초등, 목암초등, 목암중, 고양외국어고","롯데백화점(일산점), 세이브존, 롯데마트(화정점)"
22,22,"45,000만원","45,000만원",경기도 고양시 고양동 730 ,105.79㎡,84.79㎡,506동,343가구,3/2개,16/18,남향,계단식/개별난방,8개동 총 460가구,460 세대,8개동,,"고양초등, 목암초등, 목암중, 고양외국어고","롯데백화점(일산점), 세이브존, 롯데마트(화정점)"
23,23,"45,000만원","45,000만원",경기도 고양시 고양동 730 ,105.79㎡,84.79㎡,502동,343가구,3/2개,12/20,남동향,계단식/개별난방,8개동 총 460가구,460 세대,8개동,,"고양초등, 목암초등, 목암중, 고양외국어고","롯데백화점(일산점), 세이브존, 롯데마트(화정점)"
24,24,"44,000만원","44,000만원",경기도 고양시 고양동 730 ,105.79㎡,84.79㎡,508동,343가구,3/2개,15/20,남서향,계단식/개별난방,8개동 총 460가구,460 세대,8개동,,"고양초등, 목암초등, 목암중, 고양외국어고","롯데백화점(일산점), 세이브존, 롯데마트(화정점)"
25,25,"42,000만원","42,000만원",경기도 고양시 고양동 730 ,105.79㎡,84.79㎡,504동,343가구,3/2개,7/20,남동향,계단식/개별난방,8개동 총 460가구,460 세대,8개동,,"고양초등, 목암초등, 목암중, 고양외국어고","롯데백화점(일산점), 세이브존, 롯데마트(화정점)"
26,26,"40,000만원","40,000만원",경기도 고양시 고양동 730 ,105.79㎡,84.79㎡,504동,343가구,3/2개,12/20,남동향,계단식/개별난방,8개동 총 460가구,460 세대,8개동,,"고양초등, 목암초등, 목암중, 고양외국어고","롯데백화점(일산점), 세이브존, 롯데마트(화정점)"
27,27,"40,000만원","40,000만원",경기도 고양시 고양동 730 ,105.79㎡,84.79㎡,504동,343가구,3/2개,10/20,남동향,계단식/개별난방,8개동 총 460가구,460 세대,8개동,,"고양초등, 목암초등, 목암중, 고양외국어고","롯데백화점(일산점), 세이브존, 롯데마트(화정점)"
28,28,"39,000만원","11,000만원",경기도 고양시 고양동 730 ,105.79㎡,84.79㎡,504동,343가구,3/2개,16/18,남동향,계단식/개별난방,8개동 총 460가구,460 세대,8개동,,"고양초등, 목암초등, 목암중, 고양외국어고","롯데백화점(일산점), 세이브존, 롯데마트(화정점)"
29,29,"38,000만원","16,000만원",경기도 고양시 고양동 730 ,105.79㎡,84.79㎡,503동,343가구,3/2개,1/20,남동향,계단식/개별난방,8개동 총 460가구,460 세대,8개동,,"고양초등, 목암초등, 목암중, 고양외국어고","롯데백화점(일산점), 세이브존, 롯데마트(화정점)"
30,30,"47,000만원","47,000만원",경기도 고양시 고양동 724 ,109.09㎡,84.79㎡,601동,382가구,3/2개,18/19,남동향,계단식/개별난방,5개동 총 496가구,496 세대,5개동,,"고양초등, 벽제중, 벽제외국어고","롯데백화점, 세이브존"
31,31,"45,000만원","45,000만원",경기도 고양시 고양동 724 ,109.09㎡,84.79㎡,605동,382가구,3/2개,13/19,남향,계단식/개별난방,5개동 총 496가구,496 세대,5개동,,"고양초등, 벽제중, 벽제외국어고","롯데백화점, 세이브존"
32,32,"39,000만원","39,000만원",경기도 고양시 고양동 724 ,109.09㎡,84.79㎡,605동,382가구,3/2개,2/19,남서향,계단식/개별난방,5개동 총 496가구,496 세대,5개동,,"고양초등, 벽제중, 벽제외국어고","롯데백화점, 세이브존"
33,33,"39,000만원","16,000만원",경기도 고양시 고양동 724 ,109.09㎡,84.79㎡,602동,382가구,3/2개,1/19,남동향,계단식/개별난방,5개동 총 496가구,496 세대,5개동,,"고양초등, 벽제중, 벽제외국어고","롯데백화점, 세이브존"
34,34,"38,000만원","38,000만원",경기도 고양시 고양동 724 ,109.09㎡,84.79㎡,605동,382가구,3/2개,3/19,남향,계단식/개별난방,5개동 총 496가구,496 세대,5개동,,"고양초등, 벽제중, 벽제외국어고","롯데백화점, 세이브존"
35,35,"38,000만원","38,000만원",경기도 고양시 고양동 724 ,109.09㎡,84.79㎡,605동,382가구,3/2개,2/19,남서향,계단식/개별난방,5개동 총 496가구,496 세대,5개동,,"고양초등, 벽제중, 벽제외국어고","롯데백화점, 세이브존"
36,36,"48,000만원","48,000만원",경기도 고양시 고양동 752 ,109.932㎡,84.83㎡,702동,211가구,3/2개,14/18,남서향,계단식/개별난방,2개동 총 211가구,211 세대,2개동,,"목암초등,목암중",고양근린공원
37,37,"45,000만원","45,000만원",경기도 고양시 고양동 752 ,109.932㎡,84.83㎡,702동,211가구,3/2개,6/18,동향,계단식/개별난방,2개동 총 211가구,211 세대,2개동,,"목암초등,목암중",고양근린공원
38,38,"78,000만원","78,000만원",경기도 고양시 대화동 2580 ,111.20㎡,82.65㎡,1002동,497가구,3/2개,5/20,남서향,계단식/지역난방,10개동 총 811가구,811 세대,10개동, 3호선 대화역 차량 5분 거리,"한내초등,대화초등,대송중,대화고","현대백화점,일산백병원,근린공원,일산호수공원,뉴코아백화점,롯데백화점,그랜드백화점"
39,39,"88,000만원","88,000만원",경기도 고양시 대화동 2580 ,145.50㎡,119.01㎡,903동,298가구,4/2개,17/20,남동향,계단식/지역난방,10개동 총 811가구,811 세대,10개동, 3호선 대화역 차량 5분 거리,"한내초등,대화초등,대송중,대화고","현대백화점,일산백병원,근린공원,일산호수공원,뉴코아백화점,롯데백화점,그랜드백화점"
40,40,"29,000만원","29,000만원",경기도 고양시 대화동 2209 ,52.54㎡,39.67㎡,201동,190가구,1/1개,고/14,남향,계단식/지역난방,3개동 총 390가구,390 세대,3개동, 3호선 대화역 도보 2분 거리,"장성초등, 장성중, 대진고","롯데마트, 농협하나로마트, 일산백병원"
41,41,"60,000만원","60,000만원",경기도 고양시 대화동 2228 ,86.89㎡,66.12㎡,102동,76가구,3/1개,9/19,남향,계단식/지역난방,6개동 총 410가구,410 세대,6개동, 3호선 대화역 도보 4분 거리,"백암초등, 대화중","뉴코아백화점, 일산백병원, 장촌공원"
42,42,"78,000만원","78,000만원",경기도 고양시 대화동 2228 ,104.39㎡,82.65㎡,106동,196가구,3/2개,9/19,남향,계단식/지역난방,6개동 총 410가구,410 세대,6개동, 3호선 대화역 도보 4분 거리,"백암초등, 대화중","뉴코아백화점, 일산백병원, 장촌공원"
43,43,"75,000만원","45,000만원",경기도 고양시 대화동 2228 ,104.39㎡,82.65㎡,106동,196가구,3/2개,4/19,남향,계단식/지역난방,6개동 총 410가구,410 세대,6개동, 3호선 대화역 도보 4분 거리,"백암초등, 대화중","뉴코아백화점, 일산백병원, 장촌공원"
44,44,"74,000만원","74,000만원",경기도 고양시 대화동 2228 ,104.39㎡,82.65㎡,106동,196가구,3/2개,3/19,남서향,계단식/지역난방,6개동 총 410가구,410 세대,6개동, 3호선 대화역 도보 4분 거리,"백암초등, 대화중","뉴코아백화점, 일산백병원, 장촌공원"
45,45,"69,000만원","69,000만원",경기도 고양시 대화동 2228 ,104.39㎡,82.65㎡,105동,196가구,3/2개,1/15,남향,계단식/지역난방,6개동 총 410가구,410 세대,6개동, 3호선 대화역 도보 4분 거리,"백암초등, 대화중","뉴코아백화점, 일산백병원, 장촌공원"
46,46,"150,000만원","150,000만원",경기도 고양시 대화동 2603번지,117.37B㎡,82.65㎡,105동,548가구,3/2개,30/49,남동향,계단식/개별난방,6개동 총 1100가구,1100 세대,6개동,,,
47,47,"78,000만원","78,000만원",경기도 고양시 도내동 983번지 ,111.52AL㎡,82.65㎡,201동,207가구,3/2개,4/25,남서향,계단식/지역난방,18개동 총 1193가구,1193 세대,18개동,,,
48,48,"100,000만원","100,000만원",경기도 고양시 백석동 1237,84.32A㎡,59.5㎡,101동,166가구,3/2개,고/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
49,49,"89,000만원","89,000만원",경기도 고양시 백석동 1237,84.32A㎡,59.5㎡,101동,166가구,3/2개,49/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
50,50,"88,000만원","88,000만원",경기도 고양시 백석동 1237,84.32A㎡,59.5㎡,102동,166가구,3/2개,29/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
51,51,"88,000만원","88,000만원",경기도 고양시 백석동 1237,84.32A㎡,59.5㎡,101동,166가구,3/2개,저/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
52,52,"83,000만원","83,000만원",경기도 고양시 백석동 1237,84.32A㎡,59.5㎡,103동,166가구,3/2개,고/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
53,53,"80,000만원","80,000만원",경기도 고양시 백석동 1237,84.32A㎡,59.5㎡,101동,166가구,3/2개,49/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
54,54,"80,000만원","80,000만원",경기도 고양시 백석동 1237,84.32A㎡,59.5㎡,102동,166가구,3/2개,중/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
55,55,"88,000만원","88,000만원",경기도 고양시 백석동 1237,84.32B㎡,59.5㎡,103동,166가구,3/2개,중/59,남동향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
56,56,"86,000만원","86,000만원",경기도 고양시 백석동 1237,84.32B㎡,59.5㎡,101동,166가구,3/2개,중/59,동향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
57,57,"81,000만원","81,000만원",경기도 고양시 백석동 1237,84.32B㎡,59.5㎡,102동,166가구,3/2개,중/59,북동향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
58,58,"100,000만원","100,000만원",경기도 고양시 백석동 1237,84.37C㎡,59.5㎡,103동,166가구,3/2개,중/59,남동향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
59,59,"100,000만원","100,000만원",경기도 고양시 백석동 1237,84.37C㎡,59.5㎡,103동,166가구,3/2개,중/59,남동향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
60,60,"93,000만원","93,000만원",경기도 고양시 백석동 1237,84.37C㎡,59.5㎡,103동,166가구,3/2개,고/59,남동향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
61,61,"89,000만원","89,000만원",경기도 고양시 백석동 1237,84.37C㎡,59.5㎡,102동,166가구,3/2개,중/59,남동향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
62,62,"120,000만원","120,000만원",경기도 고양시 백석동 1237,118.96A㎡,82.65㎡,106동,272가구,3/2개,중/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
63,63,"120,000만원","120,000만원",경기도 고양시 백석동 1237,118.96A㎡,82.65㎡,106동,272가구,3/2개,저/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
64,64,"110,000만원","110,000만원",경기도 고양시 백석동 1237,118.96A㎡,82.65㎡,101동,272가구,3/2개,저/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
65,65,"112,000만원","112,000만원",경기도 고양시 백석동 1237,118.96B㎡,82.65㎡,103동,166가구,3/2개,13/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
66,66,"110,000만원","110,000만원",경기도 고양시 백석동 1237,118.96B㎡,82.65㎡,103동,166가구,3/2개,2/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
67,67,"108,000만원","108,000만원",경기도 고양시 백석동 1237,118.96B㎡,82.65㎡,101동,166가구,3/2개,저/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
68,68,"125,000만원","125,000만원",경기도 고양시 백석동 1237,118.71C㎡,82.65㎡,106동,272가구,3/2개,저/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
69,69,"118,000만원","53,000만원",경기도 고양시 백석동 1237,118.71C㎡,82.65㎡,106동,272가구,3/2개,10/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
70,70,"115,000만원","115,000만원",경기도 고양시 백석동 1237,118.71C㎡,82.65㎡,101동,272가구,3/2개,저/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
71,71,"130,000만원","130,000만원",경기도 고양시 백석동 1237,118.69D㎡,82.65㎡,104동,208가구,3/2개,고/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
72,72,"125,000만원","125,000만원",경기도 고양시 백석동 1237,118.69D㎡,82.65㎡,104동,208가구,3/2개,저/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
73,73,"122,000만원","122,000만원",경기도 고양시 백석동 1237,118.69D㎡,82.65㎡,105동,208가구,3/2개,고/59,남동향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
74,74,"118,000만원","118,000만원",경기도 고양시 백석동 1237,118.69D㎡,82.65㎡,105동,208가구,3/2개,35/59,남동향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
75,75,"125,000만원","72,000만원",경기도 고양시 백석동 1237,127.18㎡,89.26㎡,103동,166가구,3/2개,저/59,동향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
76,76,"145,000만원","145,000만원",경기도 고양시 백석동 1237,146.18A㎡,102.48㎡,102동,166가구,3/2개,중/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
77,77,"150,000만원","150,000만원",경기도 고양시 백석동 1237,145.60B㎡,102.48㎡,104동,208가구,3/2개,고/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
78,78,"150,000만원","150,000만원",경기도 고양시 백석동 1237,145.60B㎡,102.48㎡,104동,208가구,3/2개,고/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
79,79,"139,000만원","139,000만원",경기도 고양시 백석동 1237,145.60B㎡,102.48㎡,105동,208가구,3/2개,저/59,남서향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
80,80,"125,000만원","125,000만원",경기도 고양시 백석동 1237,146.22C㎡,102.48㎡,106동,106가구,3/2개,저/59,남동향,계단식/개별난방,6개동 총 2404가구,2404 세대,6개동, 3호선 백석역 차량 3분 거리,"백신초등,백신고","코스트코(일산점),일산호수공원,일산병원"
81,81,"37,000만원","37,000만원",경기도 고양시 사리현동 186 ,102.91㎡,82.65㎡,102동,180가구,3/2개,15/15,남향,계단식/개별난방,8개동 총 577가구,577 세대,8개동, 3호선 원당역 차량 10분 거리,"벽제초등, 성석초등, 벽제중, 벽제고","뉴코아백화점, 이마트 ,고양시청, 서울올림픽기념공원, 서울외곽순환도로"
82,82,"37,000만원","37,000만원",경기도 고양시 사리현동 186 ,102.91㎡,82.65㎡,101동,180가구,3/2개,2/15,남향,계단식/개별난방,8개동 총 577가구,577 세대,8개동, 3호선 원당역 차량 10분 거리,"벽제초등, 성석초등, 벽제중, 벽제고","뉴코아백화점, 이마트 ,고양시청, 서울올림픽기념공원, 서울외곽순환도로"
83,83,"35,000만원","14,000만원",경기도 고양시 사리현동 186 ,102.91㎡,82.65㎡,101동,180가구,3/2개,5/15,남향,계단식/개별난방,8개동 총 577가구,577 세대,8개동, 3호선 원당역 차량 10분 거리,"벽제초등, 성석초등, 벽제중, 벽제고","뉴코아백화점, 이마트 ,고양시청, 서울올림픽기념공원, 서울외곽순환도로"
84,84,"30,000만원","30,000만원",경기도 고양시 사리현동 187,89.19㎡,69.42㎡,201동,78가구,3/2개,4/15,남향,계단식/개별난방,5개동 총 377가구,377 세대,5개동,,,
85,85,"41,000만원","41,000만원",경기도 고양시 사리현동 187,102.97㎡,82.65㎡,203동,299가구,3/2개,고/15,남향,계단식/개별난방,5개동 총 377가구,377 세대,5개동,,,
