,Unnamed: 0,매매가,실구매가,위치,공급면적,전용면적,해당동,해당세대수,방/욕실수,해당층/총층,방향,현관/난방,단지규모,총세대수,총동수,교통시설,학교시설,편의시설
86,86,"40,000만원","40,000만원",경기도 고양시 사리현동 187,102.97㎡,82.65㎡,202동,299가구,3/2개,14/15,남향,계단식/개별난방,5개동 총 377가구,377 세대,5개동,,,
87,87,"39,000만원","39,000만원",경기도 고양시 사리현동 187,102.97㎡,82.65㎡,205동,299가구,3/2개,6/15,남향,계단식/개별난방,5개동 총 377가구,377 세대,5개동,,,
88,88,"38,000만원","38,000만원",경기도 고양시 사리현동 187,102.97㎡,82.65㎡,202동,299가구,3/2개,15/15,남향,계단식/개별난방,5개동 총 377가구,377 세대,5개동,,,
89,89,"43,000만원","43,000만원",경기도 고양시 사리현동 189 ,102.94㎡,82.65㎡,305동,266가구,3/2개,고/15,동향,계단식/개별난방,5개동 총 266가구,266 세대,5개동, 3호선 원당역 차량 10분 거리 3호선 구파발역 차량 25분 거리,"벽제초등, 벽제중, 벽제고","이마트,뉴코아백화점"
90,90,"8,000만원","8,000만원",경기도 고양시 사리현동 466-1 ,52.8928㎡,38.51㎡,B동,380가구,2/1개,1/5,남향,계단식/개별난방,5개동 총 380가구,380 세대,5개동, 3호선 원당역 차량 7분 거리,"벽제초등, 벽제중, 고양외국어고","화정하이웨이백화점, 킴스클럽, 고려공양왕릉, 명지병원"
91,91,"100,000만원","100,000만원",경기도 고양시 삼송동 306 ,132.69C㎡,109.09㎡,1708동,100가구,4/2개,16/21,남동향,계단식/개별난방,10개동 총 598가구,598 세대,10개동, 3호선 삼송역 도보 10분 거리,"고양고,고양중",원당경마공원
92,92,"40,000만원","40,000만원",경기도 고양시 성사동 494-29 ,62.65A㎡,46.28㎡,A동,10가구,2/1개,5/5,남향,복도식/개별난방,2개동 총 105가구,105 세대,2개동, 3호선 원당역 도보 5분 거리,"성라초등, 성사초등, 원당중",동양쇼핑
93,93,"105,000만원","105,000만원",경기도 고양시 원흥동 630 (삼송지구 주상복합용지 M1블록),100.32A㎡,69.42㎡,103동,33가구,3/2개,33/38,남향,계단식/개별난방,4개동 총 450가구,450 세대,4개동,,,
94,94,"25,000만원","25,000만원",경기도 고양시 일산동 1978 ,115.7㎡,80.17㎡,나동,70가구,3/2개,5/6,남향,계단식/개별난방,3개동 총 210가구,210 세대,3개동, 3호선 대화역 차량 8분 거리,"일산초등, 일산종합중, 일산종합고","이마트(탄현점), 청구쇼핑센터, 근린공원"
95,95,"21,000만원","6,000만원",경기도 고양시 일산동 1978 ,122.31㎡,84.56㎡,다동,70가구,3/2개,1/6,남향,계단식/개별난방,3개동 총 210가구,210 세대,3개동, 3호선 대화역 차량 8분 거리,"일산초등, 일산종합중, 일산종합고","이마트(탄현점), 청구쇼핑센터, 근린공원"
96,96,"23,000만원","23,000만원",경기도 고양시 일산동 1979 ,81.07㎡,59.77㎡,나동,73가구,2/1개,4/13,남서향,복도식/개별난방,5개동 총 234가구,234 세대,5개동, 3호선 대화역 차량 8분 거리,"일산초등, 일산종합중, 일산종합고","이마트(탄현점), 농협하나로마트, 일산종합시장"
97,97,"35,000만원","35,000만원",경기도 고양시 일산동 1979 ,112.44A㎡,84.56㎡,가동,106가구,3/2개,7/13,남향,계단식/개별난방,5개동 총 234가구,234 세대,5개동, 3호선 대화역 차량 8분 거리,"일산초등, 일산종합중, 일산종합고","이마트(탄현점), 농협하나로마트, 일산종합시장"
98,98,"35,000만원","35,000만원",경기도 고양시 일산동 1979 ,112.44A㎡,84.56㎡,가동,106가구,3/2개,4/13,남향,계단식/개별난방,5개동 총 234가구,234 세대,5개동, 3호선 대화역 차량 8분 거리,"일산초등, 일산종합중, 일산종합고","이마트(탄현점), 농협하나로마트, 일산종합시장"
99,99,"58,000만원","58,000만원",경기도 고양시 일산동 1670 ,107.11㎡,82.65㎡,505동,926가구,3/2개,1/21,남향,계단식/지역난방,8개동 총 926가구,926 세대,8개동, 3호선 주엽역 차량 5분 거리광역전철 경의선 일산역 도보 7분 거리,"일산초등, 안곡초등, 일산중, 현산중, 일산종합고, 고양여고, 정발고","롯데백화점, 뉴코아백화점, 그랜드백화점, 이마트, 백병원, 국립암센터, 정발산공원, 호수공원"
100,100,"54,000만원","54,000만원",경기도 고양시 일산동 1670 ,107.11㎡,82.65㎡,502동,926가구,3/2개,11/27,남동향,계단식/지역난방,8개동 총 926가구,926 세대,8개동, 3호선 주엽역 차량 5분 거리광역전철 경의선 일산역 도보 7분 거리,"일산초등, 안곡초등, 일산중, 현산중, 일산종합고, 고양여고, 정발고","롯데백화점, 뉴코아백화점, 그랜드백화점, 이마트, 백병원, 국립암센터, 정발산공원, 호수공원"
101,101,"53,000만원","53,000만원",경기도 고양시 일산동 1686 ,105.79㎡,84.93㎡,602동,466가구,3/2개,23/25,남서향,계단식/지역난방,5개동 총 466가구,466 세대,5개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 10분 거리,"안곡초등, 일산초등, 현산중, 일산중, 일산고","이마트, 일산시장, 동국대한방병원, 일산호수공원, 정발산중앙공원"
102,102,"45,000만원","45,000만원",경기도 고양시 일산동 1686 ,105.79㎡,84.93㎡,605동,466가구,3/2개,4/25,남향,계단식/지역난방,5개동 총 466가구,466 세대,5개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 10분 거리,"안곡초등, 일산초등, 현산중, 일산중, 일산고","이마트, 일산시장, 동국대한방병원, 일산호수공원, 정발산중앙공원"
103,103,"26,000만원","26,000만원",경기도 고양시 일산동 587-1 ,79.3392㎡,0㎡,가동,40가구,3/1개,1/5,남동향,계단식/개별난방,2개동 총 95가구,95 세대,2개동,,"일산초등, 일산중, 일산고",
104,104,"30,000만원","30,000만원",경기도 고양시 일산동 587-5 ,85.95㎡,55.07㎡,A동,80가구,3/1개,4/5,남향,계단식/개별난방,2개동 총 80가구,80 세대,2개동,,,
105,105,"40,000만원","40,000만원",경기도 고양시 일산동 2041 ,109.82A㎡,82.65㎡,101동,175가구,3/2개,13/20,남동향,계단식/개별난방,5개동 총 658가구,658 세대,5개동, 3호선 주엽역 차량 10분 거리,"일산초등, 일산중, 일산고","화정시외버스터미널, 일산종합시장"
106,106,"40,000만원","40,000만원",경기도 고양시 일산동 2041 ,109.82A㎡,82.65㎡,101동,175가구,3/2개,13/20,남동향,계단식/개별난방,5개동 총 658가구,658 세대,5개동, 3호선 주엽역 차량 10분 거리,"일산초등, 일산중, 일산고","화정시외버스터미널, 일산종합시장"
107,107,"45,000만원","45,000만원",경기도 고양시 일산동 2041 ,132.32㎡,105.79㎡,103동,78가구,4/2개,7/20,남향,계단식/개별난방,5개동 총 658가구,658 세대,5개동, 3호선 주엽역 차량 10분 거리,"일산초등, 일산중, 일산고","화정시외버스터미널, 일산종합시장"
108,108,"49,000만원","49,000만원",경기도 고양시 일산동 2041 ,149.83㎡,119.01㎡,101동,76가구,4/2개,15/24,남향,계단식/개별난방,5개동 총 658가구,658 세대,5개동, 3호선 주엽역 차량 10분 거리,"일산초등, 일산중, 일산고","화정시외버스터미널, 일산종합시장"
109,109,"30,000만원","30,000만원",경기도 고양시 일산동 2019 ,82.65㎡,59.83㎡,202동,113가구,3/1개,5/24,남향,계단식/개별난방,2개동 총 272가구,272 세대,2개동, 3호선 주엽역 차량 10분 거리광역전철 경의선 탄현역 도보 15분 거리,"일산초등, 일산중, 일산고",이마트(탄현점)
110,110,"35,000만원","15,500만원",경기도 고양시 일산동 2019 ,109.09㎡,85.03㎡,202동,159가구,3/2개,6/24,남향,계단식/개별난방,2개동 총 272가구,272 세대,2개동, 3호선 주엽역 차량 10분 거리광역전철 경의선 탄현역 도보 15분 거리,"일산초등, 일산중, 일산고",이마트(탄현점)
111,111,"27,000만원","27,000만원",경기도 고양시 일산동 583-66 ,82.65㎡,59.5㎡,101동,140가구,2/1개,16/18,동향,복도식/개별난방,4개동 총 332가구,332 세대,4개동, 3호선 주엽역 차량 10분 거리,일산초등,킴스클럽
112,112,"35,000만원","35,000만원",경기도 고양시 일산동 583-66 ,105.79㎡,84.99㎡,103동,96가구,3/2개,4/18,남향,계단식/개별난방,4개동 총 332가구,332 세대,4개동, 3호선 주엽역 차량 10분 거리,일산초등,킴스클럽
113,113,"35,000만원","35,000만원",경기도 고양시 일산동 583-66 ,105.79㎡,84.99㎡,103동,96가구,3/2개,4/18,남향,계단식/개별난방,4개동 총 332가구,332 세대,4개동, 3호선 주엽역 차량 10분 거리,일산초등,킴스클럽
114,114,"43,000만원","43,000만원",경기도 고양시 일산동 583-66 ,158.68㎡,131.64㎡,104동,96가구,4/2개,10/18,남향,계단식/개별난방,4개동 총 332가구,332 세대,4개동, 3호선 주엽역 차량 10분 거리,일산초등,킴스클럽
115,115,"43,000만원","5,000만원",경기도 고양시 일산동 583-66 ,158.68㎡,131.64㎡,104동,96가구,4/2개,17/18,남향,계단식/개별난방,4개동 총 332가구,332 세대,4개동, 3호선 주엽역 차량 10분 거리,일산초등,킴스클럽
116,116,"43,000만원","42,000만원",경기도 고양시 일산동 583-66 ,158.68㎡,131.64㎡,104동,96가구,4/2개,10/18,남향,계단식/개별난방,4개동 총 332가구,332 세대,4개동, 3호선 주엽역 차량 10분 거리,일산초등,킴스클럽
117,117,"38,000만원","36,000만원",경기도 고양시 일산동 583-66 ,158.68㎡,131.64㎡,104동,96가구,4/2개,1/18,남향,계단식/개별난방,4개동 총 332가구,332 세대,4개동, 3호선 주엽역 차량 10분 거리,일산초등,킴스클럽
118,118,"35,000만원","35,000만원",경기도 고양시 일산동 955-10 ,82.645㎡,59.77㎡,1동,146가구,3/1개,4/17,남동향,계단식/개별난방,1개동 총 204가구,204 세대,1개동,,"일산초등, 일산중, 일산고","그랜드백화점,이마트,홈플러스,일산종합사회복지관,정발산중앙공원,일산호수공원"
119,119,"97,000만원","65,500만원",경기도 고양시 일산동 2147,153.66㎡,125.92㎡,201동,54가구,4/2개,14/27,남향,계단식/개별난방,3개동 총 237가구,237 세대,3개동,광역전철 경의선 일산역 도보 5분 거리,"한뫼초등,일산초등,현산초등,현산중,일산중,일산고","이마트(탄현점),롯데백화점(일산점),그랜드백화점(일산점),뉴코아아울렛(일산점)"
120,120,"97,000만원","97,000만원",경기도 고양시 일산동 2147,153.66㎡,125.92㎡,201동,54가구,4/2개,16/27,남향,계단식/개별난방,3개동 총 237가구,237 세대,3개동,광역전철 경의선 일산역 도보 5분 거리,"한뫼초등,일산초등,현산초등,현산중,일산중,일산고","이마트(탄현점),롯데백화점(일산점),그랜드백화점(일산점),뉴코아아울렛(일산점)"
121,121,"57,000만원","34,000만원",경기도 고양시 일산동 655-15 ,122.31㎡,0㎡,1동,45가구,3/2개,8/20,남향,계단식/개별난방,1개동 총 75가구,75 세대,1개동,,"한뫼초등, 일산초등, 일산중","한라마트, 이마트, 농수산물센터"
122,122,"55,000만원","55,000만원",경기도 고양시 일산동 655-15 ,122.31㎡,0㎡,1동,45가구,3/2개,15/20,남향,계단식/개별난방,1개동 총 75가구,75 세대,1개동,,"한뫼초등, 일산초등, 일산중","한라마트, 이마트, 농수산물센터"
123,123,"40,000만원","21,000만원",경기도 고양시 일산동 1694 ,105.20㎡,82.65㎡,101동,348가구,3/2개,12/20,남향,계단식/개별난방,5개동 총 586가구,586 세대,5개동, 3호선 대화역 차량 7분 거리광역전철 경의선 탄현역 도보 8분 거리,"일산초등, 일산종합중, 일산종합고",이마트(탄현점)
124,124,"40,000만원","40,000만원",경기도 고양시 일산동 1694 ,105.20㎡,82.65㎡,101동,348가구,3/2개,12/20,남향,계단식/개별난방,5개동 총 586가구,586 세대,5개동, 3호선 대화역 차량 7분 거리광역전철 경의선 탄현역 도보 8분 거리,"일산초등, 일산종합중, 일산종합고",이마트(탄현점)
125,125,"35,000만원","35,000만원",경기도 고양시 일산동 600-32 ,81.17㎡,59.5㎡,502동,134가구,3/1개,17/25,남향,계단식/개별난방,7개동 총 427가구,427 세대,7개동, 3호선 주엽역 차량 3분 거리,"일산초등, 신촌초등, 신일초등, 신이중, 오마중","그랜드백화점, 일산종합시장, 성저공원, 일산백병원"
126,126,"44,000만원","44,000만원",경기도 고양시 일산동 600-32 ,107.29B㎡,84.56㎡,503동,132가구,3/2개,15/25,남동향,계단식/개별난방,7개동 총 427가구,427 세대,7개동, 3호선 주엽역 차량 3분 거리,"일산초등, 신촌초등, 신일초등, 신이중, 오마중","그랜드백화점, 일산종합시장, 성저공원, 일산백병원"
127,127,"41,000만원","11,000만원",경기도 고양시 일산동 600-32 ,107.29B㎡,84.56㎡,503동,132가구,3/2개,13/25,남동향,계단식/개별난방,7개동 총 427가구,427 세대,7개동, 3호선 주엽역 차량 3분 거리,"일산초등, 신촌초등, 신일초등, 신이중, 오마중","그랜드백화점, 일산종합시장, 성저공원, 일산백병원"
128,128,"56,000만원","56,000만원",경기도 고양시 일산동 600-32 ,164.49㎡,132.23㎡,506동,36가구,4/2개,18/18,남향,계단식/개별난방,7개동 총 427가구,427 세대,7개동, 3호선 주엽역 차량 3분 거리,"일산초등, 신촌초등, 신일초등, 신이중, 오마중","그랜드백화점, 일산종합시장, 성저공원, 일산백병원"
129,129,"57,000만원","57,000만원",경기도 고양시 일산동 955-2 ,110.82㎡,82.65㎡,105동,770가구,3/2개,18/25,동향,계단식/지역난방,11개동 총 954가구,954 세대,11개동, 3호선 주엽역 차량 5분 거리광역전철 경의선 일산역 도보 5분 거리,"일산초등, 신일초등, 신일중","그랜드백화점,이마트, 일산종합시장, 일산백병원, 성저공원,"
130,130,"8,500만원","2,500만원",경기도 고양시 일산동 576-20 ,46.28㎡,23.67㎡,1동,10가구,1/1개,14/15,남향,복합식/개별난방,1개동 총 178가구,178 세대,1개동,,일산초등,"롯데백화점, 이마트, 농수산물유통센터, 롯데마트, 태영프라자,그랜드백화점"
131,131,"18,000만원","9,000만원",경기도 고양시 일산동 23-32 ,56.16㎡,39.67㎡,2동,50가구,2/1개,3/5,남동향,계단식/개별난방,2개동 총 120가구,120 세대,2개동,,,
132,132,"33,000만원","33,000만원",경기도 고양시 일산동 576-4 ,81.49㎡,59.5㎡,104동,140가구,3/1개,8/27,동향,복도식/개별난방,4개동 총 496가구,496 세대,4개동, 3호선 주엽역 차량 10분 거리,"안곡초등, 현산중, 일산공고","그랜드백화점(일산점), 뉴코아백화점(일산점), 롯데백화점(일산점), 그랜드마트(일산점), 롯데마트(일산점), 이마트(일산점), 해태쇼핑스포츠센타"
133,133,"33,000만원","33,000만원",경기도 고양시 일산동 576-4 ,81.49㎡,59.5㎡,103동,140가구,3/1개,15/23,남향,복도식/개별난방,4개동 총 496가구,496 세대,4개동, 3호선 주엽역 차량 10분 거리,"안곡초등, 현산중, 일산공고","그랜드백화점(일산점), 뉴코아백화점(일산점), 롯데백화점(일산점), 그랜드마트(일산점), 롯데마트(일산점), 이마트(일산점), 해태쇼핑스포츠센타"
134,134,"41,000만원","41,000만원",경기도 고양시 일산동 576-4 ,104.61㎡,82.65㎡,102동,296가구,3/2개,8/27,남향,계단식/개별난방,4개동 총 496가구,496 세대,4개동, 3호선 주엽역 차량 10분 거리,"안곡초등, 현산중, 일산공고","그랜드백화점(일산점), 뉴코아백화점(일산점), 롯데백화점(일산점), 그랜드마트(일산점), 롯데마트(일산점), 이마트(일산점), 해태쇼핑스포츠센타"
135,135,"41,000만원","41,000만원",경기도 고양시 일산동 576-4 ,104.61㎡,82.65㎡,101동,296가구,3/2개,7/27,남향,계단식/개별난방,4개동 총 496가구,496 세대,4개동, 3호선 주엽역 차량 10분 거리,"안곡초등, 현산중, 일산공고","그랜드백화점(일산점), 뉴코아백화점(일산점), 롯데백화점(일산점), 그랜드마트(일산점), 롯데마트(일산점), 이마트(일산점), 해태쇼핑스포츠센타"
136,136,"41,000만원","41,000만원",경기도 고양시 일산동 576-4 ,104.61㎡,82.65㎡,102동,296가구,3/2개,저/20,남향,계단식/개별난방,4개동 총 496가구,496 세대,4개동, 3호선 주엽역 차량 10분 거리,"안곡초등, 현산중, 일산공고","그랜드백화점(일산점), 뉴코아백화점(일산점), 롯데백화점(일산점), 그랜드마트(일산점), 롯데마트(일산점), 이마트(일산점), 해태쇼핑스포츠센타"
137,137,"41,000만원","41,000만원",경기도 고양시 일산동 576-4 ,104.61㎡,82.65㎡,101동,296가구,3/2개,7/27,남향,계단식/개별난방,4개동 총 496가구,496 세대,4개동, 3호선 주엽역 차량 10분 거리,"안곡초등, 현산중, 일산공고","그랜드백화점(일산점), 뉴코아백화점(일산점), 롯데백화점(일산점), 그랜드마트(일산점), 롯데마트(일산점), 이마트(일산점), 해태쇼핑스포츠센타"
138,138,"41,000만원","41,000만원",경기도 고양시 일산동 576-4 ,104.61㎡,82.65㎡,101동,296가구,3/2개,14/27,남향,계단식/개별난방,4개동 총 496가구,496 세대,4개동, 3호선 주엽역 차량 10분 거리,"안곡초등, 현산중, 일산공고","그랜드백화점(일산점), 뉴코아백화점(일산점), 롯데백화점(일산점), 그랜드마트(일산점), 롯데마트(일산점), 이마트(일산점), 해태쇼핑스포츠센타"
139,139,"40,000만원","40,000만원",경기도 고양시 일산동 576-4 ,104.61㎡,82.65㎡,102동,296가구,3/2개,8/24,남향,계단식/개별난방,4개동 총 496가구,496 세대,4개동, 3호선 주엽역 차량 10분 거리,"안곡초등, 현산중, 일산공고","그랜드백화점(일산점), 뉴코아백화점(일산점), 롯데백화점(일산점), 그랜드마트(일산점), 롯데마트(일산점), 이마트(일산점), 해태쇼핑스포츠센타"
140,140,"40,000만원","40,000만원",경기도 고양시 일산동 576-4 ,104.61㎡,82.65㎡,102동,296가구,3/2개,1/27,남향,계단식/개별난방,4개동 총 496가구,496 세대,4개동, 3호선 주엽역 차량 10분 거리,"안곡초등, 현산중, 일산공고","그랜드백화점(일산점), 뉴코아백화점(일산점), 롯데백화점(일산점), 그랜드마트(일산점), 롯데마트(일산점), 이마트(일산점), 해태쇼핑스포츠센타"
141,141,"40,000만원","40,000만원",경기도 고양시 일산동 576-4 ,104.61㎡,82.65㎡,102동,296가구,3/2개,11/27,남향,계단식/개별난방,4개동 총 496가구,496 세대,4개동, 3호선 주엽역 차량 10분 거리,"안곡초등, 현산중, 일산공고","그랜드백화점(일산점), 뉴코아백화점(일산점), 롯데백화점(일산점), 그랜드마트(일산점), 롯데마트(일산점), 이마트(일산점), 해태쇼핑스포츠센타"
142,142,"40,000만원","40,000만원",경기도 고양시 일산동 576-4 ,104.61㎡,82.65㎡,102동,296가구,3/2개,8/24,남향,계단식/개별난방,4개동 총 496가구,496 세대,4개동, 3호선 주엽역 차량 10분 거리,"안곡초등, 현산중, 일산공고","그랜드백화점(일산점), 뉴코아백화점(일산점), 롯데백화점(일산점), 그랜드마트(일산점), 롯데마트(일산점), 이마트(일산점), 해태쇼핑스포츠센타"
143,143,"39,000만원","39,000만원",경기도 고양시 일산동 576-4 ,104.61㎡,82.65㎡,103동,296가구,3/2개,4/27,남동향,계단식/개별난방,4개동 총 496가구,496 세대,4개동, 3호선 주엽역 차량 10분 거리,"안곡초등, 현산중, 일산공고","그랜드백화점(일산점), 뉴코아백화점(일산점), 롯데백화점(일산점), 그랜드마트(일산점), 롯데마트(일산점), 이마트(일산점), 해태쇼핑스포츠센타"
144,144,"36,500만원","36,500만원",경기도 고양시 일산동 576-4 ,104.61㎡,82.65㎡,103동,296가구,3/2개,4/27,동향,계단식/개별난방,4개동 총 496가구,496 세대,4개동, 3호선 주엽역 차량 10분 거리,"안곡초등, 현산중, 일산공고","그랜드백화점(일산점), 뉴코아백화점(일산점), 롯데백화점(일산점), 그랜드마트(일산점), 롯데마트(일산점), 이마트(일산점), 해태쇼핑스포츠센타"
145,145,"35,000만원","18,000만원",경기도 고양시 일산동 576-4 ,104.61㎡,82.65㎡,103동,296가구,3/2개,14/27,남향,계단식/개별난방,4개동 총 496가구,496 세대,4개동, 3호선 주엽역 차량 10분 거리,"안곡초등, 현산중, 일산공고","그랜드백화점(일산점), 뉴코아백화점(일산점), 롯데백화점(일산점), 그랜드마트(일산점), 롯데마트(일산점), 이마트(일산점), 해태쇼핑스포츠센타"
146,146,"60,000만원","60,000만원",경기도 고양시 일산동 2125 ,152.0668㎡,117.82㎡,101동,40가구,4/2개,13/25,남동향,계단식/지역난방,3개동 총 166가구,166 세대,3개동, 3호선 대화역 차량 5분 거리광역전철 경의선 탄현역 도보 5분 거리,"단지인근 초등, 중,고예정","이마트(탄현점), 농협하나로마트, 일산종합시장"
147,147,"58,000만원","58,000만원",경기도 고양시 일산동 2125 ,152.0668㎡,117.82㎡,101동,40가구,4/2개,18/25,남향,계단식/지역난방,3개동 총 166가구,166 세대,3개동, 3호선 대화역 차량 5분 거리광역전철 경의선 탄현역 도보 5분 거리,"단지인근 초등, 중,고예정","이마트(탄현점), 농협하나로마트, 일산종합시장"
148,148,"62,000만원","35,000만원",경기도 고양시 일산동 1945-1,105.47A㎡,79.34㎡,107동,22가구,3/2개,3/24,남향,계단식/개별난방,13개동 총 589가구,589 세대,13개동,,"현산초등,현산중","이마트(탄현점),동국대한방병원,일산백병원"
149,149,"58,000만원","58,000만원",경기도 고양시 일산동 1945-1,108.08D㎡,82.65㎡,104동,9가구,3/2개,8/24,남동향,계단식/개별난방,13개동 총 589가구,589 세대,13개동,,"현산초등,현산중","이마트(탄현점),동국대한방병원,일산백병원"
150,150,"44,000만원","44,000만원",경기도 고양시 일산동 2120 ,109.09㎡,84.89㎡,105동,252가구,3/2개,1/23,남향,계단식/개별난방,6개동 총 509가구,509 세대,6개동, 3호선 대화역 차량 10분 거리광역전철 경의선 탄현역 도보 5분 거리,"일산초등, 일산종합중, 일산종합고","이마트(탄현점), 농협하나로마트, 일산종합시장"
151,151,"42,000만원","42,000만원",경기도 고양시 일산동 2120 ,109.09㎡,84.89㎡,105동,252가구,3/2개,1/23,남향,계단식/개별난방,6개동 총 509가구,509 세대,6개동, 3호선 대화역 차량 10분 거리광역전철 경의선 탄현역 도보 5분 거리,"일산초등, 일산종합중, 일산종합고","이마트(탄현점), 농협하나로마트, 일산종합시장"
152,152,"55,000만원","55,000만원",경기도 고양시 일산동 2120 ,161.98㎡,134.61㎡,106동,95가구,4/2개,12/23,남향,계단식/개별난방,6개동 총 509가구,509 세대,6개동, 3호선 대화역 차량 10분 거리광역전철 경의선 탄현역 도보 5분 거리,"일산초등, 일산종합중, 일산종합고","이마트(탄현점), 농협하나로마트, 일산종합시장"
153,153,"45,000만원","45,000만원",경기도 고양시 일산동 1655 ,89.26㎡,70.98㎡,111동,177가구,3/2개,13/26,남향,계단식/지역난방,13개동 총 822가구,822 세대,13개동, 3호선 대화역 차량 5분 거리,"일산종합중, 일산종합고","롯데백화점, 이마트, 일산백병원, 일산호수공원, 정발산중앙공원"
154,154,"48,000만원","48,000만원",경기도 고양시 일산동 1687 ,105.79㎡,84.93㎡,205동,263가구,3/2개,4/20,남향,계단식/지역난방,5개동 총 263가구,263 세대,5개동,광역전철 경의선 탄현역 도보 5분 거리,"일산초등,일산중,일산고","롯데백화점, 뉴코아백화점, 그랜드백화점, 킴스클럽, 이마트, 롯데마트, 일산백병원"
155,155,"39,000만원","39,000만원",경기도 고양시 일산동 1997,109.91㎡,84.96㎡,101동,123가구,3/2개,19/20,남향,계단식/개별난방,2개동 총 228가구,228 세대,2개동, 3호선 주엽역 차량 10분 거리,"일산초등, 일산종합중, 일산종합고","이마트(탄현점), 일산종합시장"
156,156,"34,700만원","34,700만원",경기도 고양시 일산동 1997,109.91㎡,84.96㎡,101동,123가구,3/2개,2/20,남동향,계단식/개별난방,2개동 총 228가구,228 세대,2개동, 3호선 주엽역 차량 10분 거리,"일산초등, 일산종합중, 일산종합고","이마트(탄현점), 일산종합시장"
157,157,"45,000만원","26,100만원",경기도 고양시 일산동 645 ,82.645㎡,59.97㎡,101동,72가구,3/1개,2/26,남향,계단식/지역난방,5개동 총 341가구,341 세대,5개동, 3호선 주엽역 차량 10분 거리,"일산초등, 일산종합중,일산종합고, 고양여자종합고","롯데백화점, 그랜드백화점, 홈플러스, 이마트, 근린공원"
158,158,"51,000만원","51,000만원",경기도 고양시 일산동 645 ,109.0914㎡,84.96㎡,105동,269가구,3/2개,9/26,남향,계단식/지역난방,5개동 총 341가구,341 세대,5개동, 3호선 주엽역 차량 10분 거리,"일산초등, 일산종합중,일산종합고, 고양여자종합고","롯데백화점, 그랜드백화점, 홈플러스, 이마트, 근린공원"
159,159,"60,000만원","60,000만원",경기도 고양시 일산동 651-1 ,101.56㎡,79.87㎡,204동,365가구,3/2개,12/19,남서향,계단식/지역난방,8개동 총 596가구,596 세대,8개동, 3호선 주엽역 차량 5분 거리광역전철 경의선 일산역 도보 5분 거리,"일산초등, 중산초등, 일산중, 일산고, 고양여고","롯데백화점, 뉴코아백화점, 그랜드백화점, 국립암센터, 농수산물유통센터, 정발산중앙공원"
160,160,"76,000만원","76,000만원",경기도 고양시 일산동 651-1 ,159.40㎡,131.5㎡,208동,38가구,4/2개,11/26,남향,계단식/지역난방,8개동 총 596가구,596 세대,8개동, 3호선 주엽역 차량 5분 거리광역전철 경의선 일산역 도보 5분 거리,"일산초등, 중산초등, 일산중, 일산고, 고양여고","롯데백화점, 뉴코아백화점, 그랜드백화점, 국립암센터, 농수산물유통센터, 정발산중앙공원"
161,161,"40,000만원","10,000만원",경기도 고양시 일산동 600 ,77.28㎡,52.89㎡,306동,169가구,3/1개,12/25,남향,계단식/지역난방,6개동 총 496가구,496 세대,6개동, 3호선 대화역 차량 10분 거리,"일산초등, 일산중, 일산종합고","그랜드백화점, 이마트, 일산백병원, 일산복음병원, 일산호수공원"
162,162,"50,000만원","27,000만원",경기도 고양시 일산동 600 ,103.37㎡,79.34㎡,305동,577가구,3/2개,9/25,남동향,계단식/지역난방,6개동 총 496가구,496 세대,6개동, 3호선 대화역 차량 10분 거리,"일산초등, 일산중, 일산종합고","그랜드백화점, 이마트, 일산백병원, 일산복음병원, 일산호수공원"
163,163,"50,000만원","50,000만원",경기도 고양시 일산동 600 ,103.37㎡,79.34㎡,305동,577가구,3/2개,13/25,남동향,계단식/지역난방,6개동 총 496가구,496 세대,6개동, 3호선 대화역 차량 10분 거리,"일산초등, 일산중, 일산종합고","그랜드백화점, 이마트, 일산백병원, 일산복음병원, 일산호수공원"
