,Unnamed: 0,매매가,실구매가,위치,공급면적,전용면적,해당동,해당세대수,방/욕실수,해당층/총층,방향,현관/난방,단지규모,총세대수,총동수,교통시설,학교시설,편의시설
164,164,"50,000만원","50,000만원",경기도 고양시 일산동 600 ,103.37㎡,79.34㎡,305동,577가구,3/2개,9/25,남동향,계단식/지역난방,6개동 총 496가구,496 세대,6개동, 3호선 대화역 차량 10분 거리,"일산초등, 일산중, 일산종합고","그랜드백화점, 이마트, 일산백병원, 일산복음병원, 일산호수공원"
165,165,"50,000만원","50,000만원",경기도 고양시 일산동 600 ,103.37㎡,79.34㎡,302동,577가구,3/2개,6/25,남동향,계단식/지역난방,6개동 총 496가구,496 세대,6개동, 3호선 대화역 차량 10분 거리,"일산초등, 일산중, 일산종합고","그랜드백화점, 이마트, 일산백병원, 일산복음병원, 일산호수공원"
166,166,"49,000만원","49,000만원",경기도 고양시 일산동 600 ,103.37㎡,79.34㎡,304동,577가구,3/2개,9/25,남향,계단식/지역난방,6개동 총 496가구,496 세대,6개동, 3호선 대화역 차량 10분 거리,"일산초등, 일산중, 일산종합고","그랜드백화점, 이마트, 일산백병원, 일산복음병원, 일산호수공원"
167,167,"49,000만원","49,000만원",경기도 고양시 일산동 600 ,103.37㎡,79.34㎡,304동,577가구,3/2개,9/25,남향,계단식/지역난방,6개동 총 496가구,496 세대,6개동, 3호선 대화역 차량 10분 거리,"일산초등, 일산중, 일산종합고","그랜드백화점, 이마트, 일산백병원, 일산복음병원, 일산호수공원"
168,168,"49,000만원","49,000만원",경기도 고양시 일산동 600 ,103.37㎡,79.34㎡,305동,577가구,3/2개,9/25,남동향,계단식/지역난방,6개동 총 496가구,496 세대,6개동, 3호선 대화역 차량 10분 거리,"일산초등, 일산중, 일산종합고","그랜드백화점, 이마트, 일산백병원, 일산복음병원, 일산호수공원"
169,169,"49,000만원","49,000만원",경기도 고양시 일산동 600 ,103.37㎡,79.34㎡,305동,577가구,3/2개,9/25,남동향,계단식/지역난방,6개동 총 496가구,496 세대,6개동, 3호선 대화역 차량 10분 거리,"일산초등, 일산중, 일산종합고","그랜드백화점, 이마트, 일산백병원, 일산복음병원, 일산호수공원"
170,170,"48,000만원","48,000만원",경기도 고양시 일산동 600 ,103.37㎡,79.34㎡,302동,577가구,3/2개,20/25,동향,계단식/지역난방,6개동 총 496가구,496 세대,6개동, 3호선 대화역 차량 10분 거리,"일산초등, 일산중, 일산종합고","그랜드백화점, 이마트, 일산백병원, 일산복음병원, 일산호수공원"
171,171,"46,000만원","46,000만원",경기도 고양시 일산동 600 ,103.37㎡,79.34㎡,305동,577가구,3/2개,19/25,남동향,계단식/지역난방,6개동 총 496가구,496 세대,6개동, 3호선 대화역 차량 10분 거리,"일산초등, 일산중, 일산종합고","그랜드백화점, 이마트, 일산백병원, 일산복음병원, 일산호수공원"
172,172,"46,000만원","46,000만원",경기도 고양시 일산동 600 ,103.37㎡,79.34㎡,305동,577가구,3/2개,20/25,남동향,계단식/지역난방,6개동 총 496가구,496 세대,6개동, 3호선 대화역 차량 10분 거리,"일산초등, 일산중, 일산종합고","그랜드백화점, 이마트, 일산백병원, 일산복음병원, 일산호수공원"
173,173,"45,000만원","45,000만원",경기도 고양시 일산동 600 ,103.37㎡,79.34㎡,301동,577가구,3/2개,1/25,남향,계단식/지역난방,6개동 총 496가구,496 세대,6개동, 3호선 대화역 차량 10분 거리,"일산초등, 일산중, 일산종합고","그랜드백화점, 이마트, 일산백병원, 일산복음병원, 일산호수공원"
174,174,"45,000만원","45,000만원",경기도 고양시 일산동 600 ,103.37㎡,79.34㎡,302동,577가구,3/2개,2/25,남동향,계단식/지역난방,6개동 총 496가구,496 세대,6개동, 3호선 대화역 차량 10분 거리,"일산초등, 일산중, 일산종합고","그랜드백화점, 이마트, 일산백병원, 일산복음병원, 일산호수공원"
175,175,"60,000만원","35,000만원",경기도 고양시 일산동 600 ,145.46㎡,112.4㎡,303동,98가구,4/2개,3/25,남향,계단식/지역난방,6개동 총 496가구,496 세대,6개동, 3호선 대화역 차량 10분 거리,"일산초등, 일산중, 일산종합고","그랜드백화점, 이마트, 일산백병원, 일산복음병원, 일산호수공원"
176,176,"60,000만원","35,000만원",경기도 고양시 일산동 600 ,145.46㎡,112.4㎡,303동,98가구,4/2개,25/25,남향,계단식/지역난방,6개동 총 496가구,496 세대,6개동, 3호선 대화역 차량 10분 거리,"일산초등, 일산중, 일산종합고","그랜드백화점, 이마트, 일산백병원, 일산복음병원, 일산호수공원"
177,177,"60,000만원","60,000만원",경기도 고양시 일산동 600 ,145.46㎡,112.4㎡,303동,98가구,4/2개,21/25,남향,계단식/지역난방,6개동 총 496가구,496 세대,6개동, 3호선 대화역 차량 10분 거리,"일산초등, 일산중, 일산종합고","그랜드백화점, 이마트, 일산백병원, 일산복음병원, 일산호수공원"
178,178,"59,000만원","59,000만원",경기도 고양시 일산동 600 ,145.46㎡,112.4㎡,303동,98가구,4/2개,21/25,남향,계단식/지역난방,6개동 총 496가구,496 세대,6개동, 3호선 대화역 차량 10분 거리,"일산초등, 일산중, 일산종합고","그랜드백화점, 이마트, 일산백병원, 일산복음병원, 일산호수공원"
179,179,"77,000만원","77,000만원",경기도 고양시 일산동 1066 ,102.34㎡,82.65㎡,403동,250가구,3/2개,15/21,남동향,계단식/지역난방,8개동 총 752가구,752 세대,8개동, 3호선 주엽역 도보 8분 거리광역전철 경의선 일산역 도보 10분 거리,"신촌초등, 오마초등, 오마중","그랜드백화점, 근린공원"
180,180,"78,000만원","78,000만원",경기도 고양시 일산동 1066 ,104.46㎡,82.65㎡,405동,250가구,3/2개,7/21,남서향,계단식/지역난방,8개동 총 752가구,752 세대,8개동, 3호선 주엽역 도보 8분 거리광역전철 경의선 일산역 도보 10분 거리,"신촌초등, 오마초등, 오마중","그랜드백화점, 근린공원"
181,181,"75,000만원","75,000만원",경기도 고양시 일산동 1066 ,104.46㎡,82.65㎡,405동,250가구,3/2개,10/15,남서향,계단식/지역난방,8개동 총 752가구,752 세대,8개동, 3호선 주엽역 도보 8분 거리광역전철 경의선 일산역 도보 10분 거리,"신촌초등, 오마초등, 오마중","그랜드백화점, 근린공원"
182,182,"78,000만원","78,000만원",경기도 고양시 일산동 1048 ,125.62㎡,101.82㎡,506동,72가구,4/2개,13/18,남동향,계단식/지역난방,6개동 총 360가구,360 세대,6개동, 3호선 주엽역 도보 12분 거리광역전철 경의선 일산역 도보 10분 거리,"신촌초등, 오마초등, 오마중","그랜드백화점, 대성프라자, 도화공원"
183,183,"85,000만원","85,000만원",경기도 고양시 일산동 1048 ,152.07㎡,129.06㎡,503동,228가구,4/2개,중/15,남서향,계단식/지역난방,6개동 총 360가구,360 세대,6개동, 3호선 주엽역 도보 12분 거리광역전철 경의선 일산역 도보 10분 거리,"신촌초등, 오마초등, 오마중","그랜드백화점, 대성프라자, 도화공원"
184,184,"85,000만원","85,000만원",경기도 고양시 일산동 1048 ,152.07㎡,129.06㎡,505동,228가구,4/2개,12/18,남서향,계단식/지역난방,6개동 총 360가구,360 세대,6개동, 3호선 주엽역 도보 12분 거리광역전철 경의선 일산역 도보 10분 거리,"신촌초등, 오마초등, 오마중","그랜드백화점, 대성프라자, 도화공원"
185,185,"85,000만원","85,000만원",경기도 고양시 일산동 1048 ,152.07㎡,129.06㎡,505동,228가구,4/2개,고/18,남서향,계단식/지역난방,6개동 총 360가구,360 세대,6개동, 3호선 주엽역 도보 12분 거리광역전철 경의선 일산역 도보 10분 거리,"신촌초등, 오마초등, 오마중","그랜드백화점, 대성프라자, 도화공원"
186,186,"85,000만원","46,500만원",경기도 고양시 일산동 1048 ,152.07㎡,129.06㎡,505동,228가구,4/2개,4/15,남서향,계단식/지역난방,6개동 총 360가구,360 세대,6개동, 3호선 주엽역 도보 12분 거리광역전철 경의선 일산역 도보 10분 거리,"신촌초등, 오마초등, 오마중","그랜드백화점, 대성프라자, 도화공원"
187,187,"92,000만원","92,000만원",경기도 고양시 일산동 1048 ,185.12㎡,157.95㎡,502동,60가구,5/2개,11/15,남서향,계단식/지역난방,6개동 총 360가구,360 세대,6개동, 3호선 주엽역 도보 12분 거리광역전철 경의선 일산역 도보 10분 거리,"신촌초등, 오마초등, 오마중","그랜드백화점, 대성프라자, 도화공원"
188,188,"90,000만원","90,000만원",경기도 고양시 일산동 1048 ,185.12㎡,157.95㎡,502동,60가구,5/2개,11/15,남서향,계단식/지역난방,6개동 총 360가구,360 세대,6개동, 3호선 주엽역 도보 12분 거리광역전철 경의선 일산역 도보 10분 거리,"신촌초등, 오마초등, 오마중","그랜드백화점, 대성프라자, 도화공원"
189,189,"55,000만원","55,000만원",경기도 고양시 일산동 1055 ,89.26㎡,69.52㎡,704동,256가구,3/1개,10/11,동향,계단식/지역난방,12개동 총 802가구,802 세대,12개동, 3호선 주엽역 도보 20분 거리광역전철 경의선 일산역 도보 15분 거리,"오마초등,신촌초등,오마중","그랜드백화점, 마크로, 근린공원"
190,190,"52,000만원","52,000만원",경기도 고양시 일산동 1055 ,89.26㎡,69.52㎡,705동,256가구,3/1개,1/11,남동향,계단식/지역난방,12개동 총 802가구,802 세대,12개동, 3호선 주엽역 도보 20분 거리광역전철 경의선 일산역 도보 15분 거리,"오마초등,신촌초등,오마중","그랜드백화점, 마크로, 근린공원"
191,191,"73,000만원","73,000만원",경기도 고양시 일산동 1055 ,105.79㎡,84.43㎡,710동,280가구,3/2개,6/14,남서향,계단식/지역난방,12개동 총 802가구,802 세대,12개동, 3호선 주엽역 도보 20분 거리광역전철 경의선 일산역 도보 15분 거리,"오마초등,신촌초등,오마중","그랜드백화점, 마크로, 근린공원"
192,192,"73,000만원","73,000만원",경기도 고양시 일산동 1055 ,105.79㎡,84.43㎡,710동,280가구,3/2개,6/14,남서향,계단식/지역난방,12개동 총 802가구,802 세대,12개동, 3호선 주엽역 도보 20분 거리광역전철 경의선 일산역 도보 15분 거리,"오마초등,신촌초등,오마중","그랜드백화점, 마크로, 근린공원"
193,193,"67,000만원","67,000만원",경기도 고양시 일산동 1055 ,105.79㎡,84.43㎡,709동,280가구,3/2개,3/16,남서향,계단식/지역난방,12개동 총 802가구,802 세대,12개동, 3호선 주엽역 도보 20분 거리광역전철 경의선 일산역 도보 15분 거리,"오마초등,신촌초등,오마중","그랜드백화점, 마크로, 근린공원"
194,194,"92,000만원","92,000만원",경기도 고양시 일산동 1057 ,158.68㎡,135.11㎡,802동,166가구,4/2개,10/15,남향,계단식/지역난방,9개동 총 434가구,434 세대,9개동,광역전철 경의선 일산역 도보 15분 거리,"오마초등, 오마중","그랜드백화점, 마크로, 근린공원"
195,195,"105,000만원","105,000만원",경기도 고양시 일산동 1057 ,201.65㎡,164.79㎡,803동,76가구,5/2개,16/19,남서향,계단식/지역난방,9개동 총 434가구,434 세대,9개동,광역전철 경의선 일산역 도보 15분 거리,"오마초등, 오마중","그랜드백화점, 마크로, 근린공원"
196,196,"99,000만원","99,000만원",경기도 고양시 일산동 1074 ,123.08NV2㎡,99.17㎡,1009동,,4/2개,9/18,남서향,계단식/지역난방,10개동 총 516가구,516 세대,10개동, 3호선 주엽역 도보 12분 거리광역전철 경의선 일산역 도보 5분 거리,"신일초등, 신일중","그랜드백화점, 마크로, 근린공원"
197,197,"47,000만원","47,000만원",경기도 고양시 일산동 1046 ,72.01㎡,52.89㎡,203동,192가구,2/1개,8/12,남동향,복도식/지역난방,8개동 총 608가구,608 세대,8개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,신촌초등,"그랜드백화점, 마크로, 근린공원"
198,198,"45,000만원","30,000만원",경기도 고양시 일산동 1046 ,72.01㎡,52.89㎡,203동,192가구,2/1개,4/12,남동향,복도식/지역난방,8개동 총 608가구,608 세대,8개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,신촌초등,"그랜드백화점, 마크로, 근린공원"
199,199,"70,000만원","70,000만원",경기도 고양시 일산동 1046 ,105.76㎡,82.65㎡,208동,212가구,3/2개,13/19,남서향,계단식/지역난방,8개동 총 608가구,608 세대,8개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,신촌초등,"그랜드백화점, 마크로, 근린공원"
200,200,"60,000만원","60,000만원",경기도 고양시 일산동 1046 ,105.76㎡,82.65㎡,205동,212가구,3/2개,1/15,남서향,계단식/지역난방,8개동 총 608가구,608 세대,8개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,신촌초등,"그랜드백화점, 마크로, 근린공원"
201,201,"92,000만원","92,000만원",경기도 고양시 일산동 1069 ,119.11㎡,99.17㎡,303동,240가구,4/2개,10/15,남서향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
202,202,"92,000만원","92,000만원",경기도 고양시 일산동 1069 ,119.11㎡,99.17㎡,303동,240가구,4/2개,5/15,남서향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
203,203,"87,000만원","87,000만원",경기도 고양시 일산동 1069 ,119.11㎡,99.17㎡,303동,240가구,4/2개,중/20,남향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
204,204,"85,000만원","85,000만원",경기도 고양시 일산동 1069 ,119.11㎡,99.17㎡,303동,240가구,4/2개,3/20,남향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
205,205,"85,000만원","85,000만원",경기도 고양시 일산동 1069 ,119.11㎡,99.17㎡,304동,240가구,4/2개,5/15,남동향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
206,206,"75,000만원","37,500만원",경기도 고양시 일산동 1069 ,119.11㎡,99.17㎡,303동,240가구,4/2개,1/15,남서향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
207,207,"110,000만원","110,000만원",경기도 고양시 일산동 1069 ,156.02㎡,132.23㎡,305동,210가구,4/2개,6/20,남향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
208,208,"110,000만원","110,000만원",경기도 고양시 일산동 1069 ,156.02㎡,132.23㎡,308동,210가구,4/2개,13/14,남서향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
209,209,"110,000만원","110,000만원",경기도 고양시 일산동 1069 ,156.02㎡,132.23㎡,308동,210가구,4/2개,13/14,남서향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
210,210,"110,000만원","110,000만원",경기도 고양시 일산동 1069 ,156.02㎡,132.23㎡,305동,210가구,4/2개,6/20,남향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
211,211,"105,000만원","105,000만원",경기도 고양시 일산동 1069 ,156.02㎡,132.23㎡,305동,210가구,4/2개,6/15,남향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
212,212,"105,000만원","105,000만원",경기도 고양시 일산동 1069 ,156.02㎡,132.23㎡,305동,210가구,4/2개,6/15,남향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
213,213,"100,000만원","100,000만원",경기도 고양시 일산동 1069 ,156.02㎡,132.23㎡,302동,210가구,4/2개,10/19,남동향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
214,214,"100,000만원","100,000만원",경기도 고양시 일산동 1069 ,156.02㎡,132.23㎡,305동,210가구,4/2개,12/15,남서향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
215,215,"100,000만원","100,000만원",경기도 고양시 일산동 1069 ,156.02㎡,132.23㎡,309동,210가구,4/2개,6/14,남서향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
216,216,"100,000만원","100,000만원",경기도 고양시 일산동 1069 ,156.02㎡,132.23㎡,305동,210가구,4/2개,3/15,남서향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
217,217,"100,000만원","100,000만원",경기도 고양시 일산동 1069 ,156.02㎡,132.23㎡,305동,210가구,4/2개,저/15,남향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
218,218,"100,000만원","100,000만원",경기도 고양시 일산동 1069 ,156.02㎡,132.23㎡,309동,210가구,4/2개,5/19,남향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
219,219,"95,000만원","95,000만원",경기도 고양시 일산동 1069 ,156.02㎡,132.23㎡,308동,210가구,4/2개,1/14,남서향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
220,220,"95,000만원","95,000만원",경기도 고양시 일산동 1069 ,156.02㎡,132.23㎡,308동,210가구,4/2개,1/14,남서향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
221,221,"93,500만원","93,500만원",경기도 고양시 일산동 1069 ,156.02㎡,132.23㎡,309동,210가구,4/2개,2/15,남서향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
222,222,"89,000만원","89,000만원",경기도 고양시 일산동 1069 ,156.02㎡,132.23㎡,308동,210가구,4/2개,2/14,남서향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
223,223,"110,000만원","110,000만원",경기도 고양시 일산동 1069 ,199.56㎡,168.6㎡,307동,80가구,5/2개,17/20,남서향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
224,224,"107,000만원","107,000만원",경기도 고양시 일산동 1069 ,199.56㎡,168.6㎡,306동,80가구,5/2개,14/20,남동향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
225,225,"103,000만원","103,000만원",경기도 고양시 일산동 1069 ,199.56㎡,168.6㎡,306동,80가구,5/2개,1/20,남동향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
226,226,"103,000만원","103,000만원",경기도 고양시 일산동 1069 ,199.56㎡,168.6㎡,306동,80가구,5/2개,1/20,남향,계단식/지역난방,9개동 총 530가구,530 세대,9개동, 3호선 주엽역 도보 15분 거리광역전철 경의선 일산역 도보 5분 거리,"문화초등, 신일중","그랜드백화점, 마크로, 근린공원"
227,227,"57,000만원","57,000만원",경기도 고양시 정발산동 1266 ,99.93㎡,82.65㎡,704동,152가구,3/2개,4/4,남동향,계단식/지역난방,12개동 총 216가구,216 세대,12개동,광역전철 경의선 풍산역 도보 5분 거리,"냉천초등, 저동중, 정발고","롯데백화점(일산점), 그랜드백화점(일산점), 롯데마트(일산점), 그랜드마트(일산점), 국립암센타병원"
228,228,"100,000만원","100,000만원",경기도 고양시 정발산동 720 ,152.29A㎡,128.93㎡,207동,57가구,4/3개,2/3,남서향,계단식/지역난방,12개동 총 147가구,147 세대,12개동,,,
229,229,"43,000만원","43,000만원",경기도 고양시 주교동 313-1 ,112.4㎡,84.96㎡,1동,36가구,3/2개,17/18,남향,복합식/기타,1개동 총 61가구,61 세대,1개동,,,
230,230,"73,000만원","73,000만원",경기도 고양시 주엽동 101 ,85.36㎡,66.12㎡,1405동,322가구,3/1개,13/25,남서향,계단식/지역난방,9개동 총 792가구,792 세대,9개동, 3호선 주엽역 도보 2분 거리,"주엽초등, 한수초등, 한수중","그랜드백화점(일산점),이마트, 근린공원, 일산병원"
231,231,"78,000만원","78,000만원",경기도 고양시 주엽동 63 ,104.75㎡,82.65㎡,804동,240가구,3/2개,중/18,남향,계단식/지역난방,12개동 총 966가구,966 세대,12개동, 3호선 주엽역 도보 3분 거리,"강선초등, 발산중","뉴코아백화점, 이마트, 근린공원, 일산병원"
232,232,"105,000만원","60,000만원",경기도 고양시 주엽동 120 ,140.84㎡,115.7㎡,1705동,136가구,4/2개,15/19,남서향,계단식/지역난방,11개동 총 504가구,504 세대,11개동, 3호선 주엽역 도보 4분 거리,"한수초등, 한수중","뉴코아백화점, 이마트, 근린공원, 일산병원"
233,233,"55,000만원","55,000만원",경기도 고양시 주엽동 8 ,88.68㎡,69.42㎡,605동,176가구,3/1개,20/20,남서향,계단식/지역난방,8개동 총 624가구,624 세대,8개동, 3호선 주엽역 도보 8분 거리,"문촌초등, 오마초등, 오마중","뉴코아백화점, 이마트, 근린공원, 일산병원"
234,234,"55,000만원","55,000만원",경기도 고양시 주엽동 8 ,88.68㎡,69.42㎡,602동,176가구,3/1개,12/20,남동향,계단식/지역난방,8개동 총 624가구,624 세대,8개동, 3호선 주엽역 도보 8분 거리,"문촌초등, 오마초등, 오마중","뉴코아백화점, 이마트, 근린공원, 일산병원"
235,235,"40,000만원","40,000만원",경기도 고양시 주엽동 14 ,63.70㎡,39.67㎡,706동,238가구,2/1개,13/20,남서향,복도식/지역난방,10개동 총 1150가구,1150 세대,10개동, 3호선 주엽역 도보 5분 거리,문촌초등,"뉴코아백화점, 이마트, 근린공원, 일산병원"
236,236,"40,000만원","40,000만원",경기도 고양시 주엽동 14 ,63.70㎡,39.67㎡,708동,238가구,2/1개,13/20,남서향,복도식/지역난방,10개동 총 1150가구,1150 세대,10개동, 3호선 주엽역 도보 5분 거리,문촌초등,"뉴코아백화점, 이마트, 근린공원, 일산병원"
237,237,"38,000만원","24,350만원",경기도 고양시 주엽동 14 ,63.70㎡,39.67㎡,708동,238가구,2/1개,2/20,남서향,복도식/지역난방,10개동 총 1150가구,1150 세대,10개동, 3호선 주엽역 도보 5분 거리,문촌초등,"뉴코아백화점, 이마트, 근린공원, 일산병원"
238,238,"37,000만원","35,000만원",경기도 고양시 주엽동 14 ,63.70㎡,39.67㎡,708동,238가구,2/1개,12/20,남서향,복도식/지역난방,10개동 총 1150가구,1150 세대,10개동, 3호선 주엽역 도보 5분 거리,문촌초등,"뉴코아백화점, 이마트, 근린공원, 일산병원"
239,239,"47,000만원","47,000만원",경기도 고양시 주엽동 14 ,68.93㎡,49.59㎡,709동,267가구,2/1개,8/15,남서향,복도식/지역난방,10개동 총 1150가구,1150 세대,10개동, 3호선 주엽역 도보 5분 거리,문촌초등,"뉴코아백화점, 이마트, 근린공원, 일산병원"
240,240,"47,000만원","47,000만원",경기도 고양시 주엽동 14 ,68.93㎡,49.59㎡,709동,267가구,2/1개,8/15,남서향,복도식/지역난방,10개동 총 1150가구,1150 세대,10개동, 3호선 주엽역 도보 5분 거리,문촌초등,"뉴코아백화점, 이마트, 근린공원, 일산병원"
241,241,"45,000만원","29,000만원",경기도 고양시 주엽동 14 ,68.93㎡,49.59㎡,709동,267가구,2/1개,14/15,남서향,복도식/지역난방,10개동 총 1150가구,1150 세대,10개동, 3호선 주엽역 도보 5분 거리,문촌초등,"뉴코아백화점, 이마트, 근린공원, 일산병원"
242,242,"45,000만원","45,000만원",경기도 고양시 주엽동 14 ,68.93㎡,49.59㎡,710동,267가구,2/1개,11/15,남서향,복도식/지역난방,10개동 총 1150가구,1150 세대,10개동, 3호선 주엽역 도보 5분 거리,문촌초등,"뉴코아백화점, 이마트, 근린공원, 일산병원"
243,243,"45,000만원","45,000만원",경기도 고양시 주엽동 14 ,68.93㎡,49.59㎡,710동,267가구,2/1개,14/15,남동향,복도식/지역난방,10개동 총 1150가구,1150 세대,10개동, 3호선 주엽역 도보 5분 거리,문촌초등,"뉴코아백화점, 이마트, 근린공원, 일산병원"
