,Unnamed: 0,매매가,실구매가,위치,공급면적,전용면적,해당동,해당세대수,방/욕실수,해당층/총층,방향,현관/난방,단지규모,총세대수,총동수,교통시설,학교시설,편의시설
321,321,"60,000만원","60,000만원",경기도 고양시 풍동 1261 ,109.09C㎡,84.96㎡,706동,,3/2개,4/19,남향,계단식/지역난방,20개동 총 982가구,982 세대,20개동,,"냉천초등, 백마고","롯데백화점, 삼성프라자, 일산구청, 동국대한방병원"
322,322,"41,000만원","11,000만원",경기도 고양시 풍동 1258 ,69.42A㎡,51.74㎡,801동,39가구,2/1개,3/19,남향,계단식/개별난방,20개동 총 1034가구,1034 세대,20개동,,백마고,"롯데백화점, 삼성프라자, 일산구청 동국대한방병원"
323,323,"40,000만원","40,000만원",경기도 고양시 풍동 1258 ,69.42A㎡,51.74㎡,801동,39가구,2/1개,6/19,남향,계단식/개별난방,20개동 총 1034가구,1034 세대,20개동,,백마고,"롯데백화점, 삼성프라자, 일산구청 동국대한방병원"
324,324,"40,000만원","18,000만원",경기도 고양시 풍동 1258 ,69.42A㎡,51.74㎡,801동,39가구,2/1개,14/19,남향,계단식/개별난방,20개동 총 1034가구,1034 세대,20개동,,백마고,"롯데백화점, 삼성프라자, 일산구청 동국대한방병원"
325,325,"43,000만원","43,000만원",경기도 고양시 풍동 1258 ,69.42B㎡,51.9㎡,806동,174가구,2/1개,9/20,남향,계단식/개별난방,20개동 총 1034가구,1034 세대,20개동,,백마고,"롯데백화점, 삼성프라자, 일산구청 동국대한방병원"
326,326,"45,000만원","20,500만원",경기도 고양시 풍동 1258 ,82.65A㎡,59.7㎡,804동,414가구,3/2개,9/20,남향,계단식/개별난방,20개동 총 1034가구,1034 세대,20개동,,백마고,"롯데백화점, 삼성프라자, 일산구청 동국대한방병원"
327,327,"41,900만원","41,900만원",경기도 고양시 풍동 1258 ,82.65A㎡,59.7㎡,804동,414가구,3/2개,7/20,남향,계단식/개별난방,20개동 총 1034가구,1034 세대,20개동,,백마고,"롯데백화점, 삼성프라자, 일산구청 동국대한방병원"
328,328,"41,500만원","41,500만원",경기도 고양시 풍동 1258 ,82.65A㎡,59.7㎡,804동,414가구,3/2개,5/20,남향,계단식/개별난방,20개동 총 1034가구,1034 세대,20개동,,백마고,"롯데백화점, 삼성프라자, 일산구청 동국대한방병원"
329,329,"40,000만원","15,325만원",경기도 고양시 풍동 1258 ,82.65A㎡,59.7㎡,804동,414가구,3/2개,15/20,남향,계단식/개별난방,20개동 총 1034가구,1034 세대,20개동,,백마고,"롯데백화점, 삼성프라자, 일산구청 동국대한방병원"
330,330,"40,000만원","16,000만원",경기도 고양시 풍동 1258 ,82.65A㎡,59.7㎡,805동,414가구,3/2개,12/20,남향,계단식/개별난방,20개동 총 1034가구,1034 세대,20개동,,백마고,"롯데백화점, 삼성프라자, 일산구청 동국대한방병원"
331,331,"39,500만원","39,500만원",경기도 고양시 풍동 1258 ,82.65A㎡,59.7㎡,808동,414가구,3/2개,13/20,남향,계단식/개별난방,20개동 총 1034가구,1034 세대,20개동,,백마고,"롯데백화점, 삼성프라자, 일산구청 동국대한방병원"
332,332,"45,000만원","22,500만원",경기도 고양시 풍동 1258 ,82.65B㎡,59.8㎡,803동,155가구,3/1개,1/20,남동향,계단식/개별난방,20개동 총 1034가구,1034 세대,20개동,,백마고,"롯데백화점, 삼성프라자, 일산구청 동국대한방병원"
333,333,"45,000만원","45,000만원",경기도 고양시 풍동 1258 ,82.65B㎡,59.8㎡,803동,155가구,3/1개,12/20,남향,계단식/개별난방,20개동 총 1034가구,1034 세대,20개동,,백마고,"롯데백화점, 삼성프라자, 일산구청 동국대한방병원"
334,334,"45,000만원","45,000만원",경기도 고양시 풍동 1258 ,82.65B㎡,59.8㎡,809동,155가구,3/1개,19/20,남향,계단식/개별난방,20개동 총 1034가구,1034 세대,20개동,,백마고,"롯데백화점, 삼성프라자, 일산구청 동국대한방병원"
335,335,"45,000만원","45,000만원",경기도 고양시 풍동 1258 ,82.65B㎡,59.8㎡,803동,155가구,3/1개,1/20,남향,계단식/개별난방,20개동 총 1034가구,1034 세대,20개동,,백마고,"롯데백화점, 삼성프라자, 일산구청 동국대한방병원"
336,336,"48,000만원","48,000만원",경기도 고양시 풍동 1258 ,82.65C㎡,59.9㎡,802동,252가구,3/1개,15/19,남향,계단식/개별난방,20개동 총 1034가구,1034 세대,20개동,,백마고,"롯데백화점, 삼성프라자, 일산구청 동국대한방병원"
337,337,"41,500만원","15,000만원",경기도 고양시 풍동 1258 ,82.65C㎡,59.9㎡,807동,252가구,3/1개,18/20,남향,계단식/개별난방,20개동 총 1034가구,1034 세대,20개동,,백마고,"롯데백화점, 삼성프라자, 일산구청 동국대한방병원"
338,338,"41,000만원","41,000만원",경기도 고양시 풍동 1258 ,82.65C㎡,59.9㎡,810동,252가구,3/1개,5/20,남향,계단식/개별난방,20개동 총 1034가구,1034 세대,20개동,,백마고,"롯데백화점, 삼성프라자, 일산구청 동국대한방병원"
339,339,"26,000만원","6,000만원",경기도 고양시 풍동 1377,53.31NV3㎡,39.67㎡,101동,,2/1개,1/4,북서향,계단식/지역난방,8개동 총 258가구,258 세대,8개동,,,
340,340,"48,000만원","48,000만원",경기도 고양시 행신동 220 ,105.79㎡,84.96㎡,101동,80가구,3/2개,9/20,남동향,계단식/개별난방,1개동 총 167가구,167 세대,1개동, 3호선 화정역 버스 10분 거리,"가람초등, 가람중",
341,341,"42,500만원","42,500만원",경기도 고양시 행신동 983 ,80.55B㎡,59.5㎡,228동,178가구,3/1개,1/20,남동향,복도식/지역난방,29개동 총 2920가구,2920 세대,29개동, 3호선 화정역 도보 10분 거리광역전철 경의선 행신역 차량 5분 거리,"행신초등, 신능중, 무원고","LG마트, 근린공원, 일산호수공원, 세이브존"
342,342,"50,000만원","50,000만원",경기도 고양시 행신동 983 ,83.38B㎡,59.5㎡,217동,362가구,3/1개,고/20,남서향,계단식/지역난방,29개동 총 2920가구,2920 세대,29개동, 3호선 화정역 도보 10분 거리광역전철 경의선 행신역 차량 5분 거리,"행신초등, 신능중, 무원고","LG마트, 근린공원, 일산호수공원, 세이브존"
343,343,"49,500만원","49,500만원",경기도 고양시 행신동 983 ,83.38B㎡,59.5㎡,217동,362가구,3/1개,14/20,남서향,계단식/지역난방,29개동 총 2920가구,2920 세대,29개동, 3호선 화정역 도보 10분 거리광역전철 경의선 행신역 차량 5분 거리,"행신초등, 신능중, 무원고","LG마트, 근린공원, 일산호수공원, 세이브존"
344,344,"70,000만원","70,000만원",경기도 고양시 행신동 895 ,109.0914㎡,84.96㎡,1813동,952가구,3/2개,2/20,남향,계단식/지역난방,24개동 총 2020가구,2020 세대,24개동, 3호선 화정역 도보 10분 거리,"성신초등, 가람중, 가람고","뉴코아백화점, 화정하이웨이백화점, LG마트, 세이브존, 명지병원,가라산근린공원"
345,345,"94,500만원","94,500만원",경기도 고양시 향동동 570(고양향동지구 B1블록),99.12㎡,72.73㎡,106동,348가구,3/2개,13/20,남향,계단식/개별난방,16개동 총 969가구,969 세대,16개동,,,
346,346,"110,000만원","110,000만원",경기도 고양시 향동동 570(고양향동지구 B1블록),113.16A㎡,82.65㎡,116동,365가구,3/2개,13/20,남향,계단식/개별난방,16개동 총 969가구,969 세대,16개동,,,
347,347,"82,000만원","82,000만원",경기도 고양시 향동동 501(고양 향동 공공주택지구 A-2블록),80.95A㎡,59.5㎡,206동,630가구,3/2개,20/29,남서향,계단식/지역난방,10개동 총 951가구,951 세대,10개동,,,
348,348,"78,000만원","78,000만원",경기도 고양시 향동동 501(고양 향동 공공주택지구 A-2블록),81.64C㎡,59.5㎡,202동,112가구,3/2개,13/29,남동향,계단식/지역난방,10개동 총 951가구,951 세대,10개동,,,
349,349,"95,000만원","95,000만원",경기도 고양시 향동동 571(향동지구 B2블록),96.68A㎡,69.42㎡,205동,166가구,3/2개,9/21,남향,계단식/지역난방,7개동 총 461가구,461 세대,7개동,,,
350,350,"95,000만원","95,000만원",경기도 고양시 향동동 571(향동지구 B2블록),96.23B㎡,69.42㎡,206동,57가구,3/2개,18/21,남향,계단식/지역난방,7개동 총 461가구,461 세대,7개동,,,
351,351,"96,000만원","96,000만원",경기도 고양시 향동동 557(향동지구 B3블록),96.18㎡,69.42㎡,306동,372가구,3/2개,24/29,남서향,계단식/개별난방,8개동 총 716가구,716 세대,8개동,,,
352,352,"93,000만원","93,000만원",경기도 고양시 향동동 557(향동지구 B3블록),96.18㎡,69.42㎡,302동,372가구,3/2개,22/29,남향,계단식/개별난방,8개동 총 716가구,716 세대,8개동,,,
353,353,"93,000만원","93,000만원",경기도 고양시 향동동 557(향동지구 B3블록),96.18㎡,69.42㎡,307동,372가구,3/2개,11/29,남서향,계단식/개별난방,8개동 총 716가구,716 세대,8개동,,,
354,354,"89,900만원","89,900만원",경기도 고양시 향동동 557(향동지구 B3블록),96.18㎡,69.42㎡,307동,372가구,3/2개,11/29,남서향,계단식/개별난방,8개동 총 716가구,716 세대,8개동,,,
355,355,"110,000만원","110,000만원",경기도 고양시 향동동 557(향동지구 B3블록),113.29A㎡,82.65㎡,303동,235가구,4/2개,17/29,남동향,계단식/개별난방,8개동 총 716가구,716 세대,8개동,,,
356,356,"105,000만원","105,000만원",경기도 고양시 향동동 557(향동지구 B3블록),113.29A㎡,82.65㎡,304동,235가구,3/2개,4/29,남동향,계단식/개별난방,8개동 총 716가구,716 세대,8개동,,,
357,357,"110,000만원","110,000만원",경기도 고양시 향동동 557(향동지구 B3블록),113.98B㎡,82.65㎡,305동,85가구,3/2개,17/29,남동향,계단식/개별난방,8개동 총 716가구,716 세대,8개동,,,
358,358,"120,000만원","120,000만원",경기도 고양시 향동동 552(향동지구 B4블록),114.67B㎡,82.65㎡,409동,54가구,4/2개,저/29,남동향,계단식/개별난방,10개동 총 970가구,970 세대,10개동,,,
359,359,"65,000만원","65,000만원",경기도 고양시 화정동 858 ,104.58㎡,82.65㎡,112동,1560가구,3/2개,12/20,남향,계단식/지역난방,20개동 총 1784가구,1784 세대,20개동, 3호선 원당역 도보 13분 거리,"화수초등, 화수중, 화수고","이마트(고양 화정점), 화정근린공원, 화정동사무소, 덕양문화체육센타"
360,360,"65,000만원","65,000만원",경기도 고양시 화정동 858 ,104.58㎡,82.65㎡,109동,1560가구,3/2개,11/17,남향,계단식/지역난방,20개동 총 1784가구,1784 세대,20개동, 3호선 원당역 도보 13분 거리,"화수초등, 화수중, 화수고","이마트(고양 화정점), 화정근린공원, 화정동사무소, 덕양문화체육센타"
361,361,"62,500만원","62,500만원",경기도 고양시 화정동 858 ,104.58㎡,82.65㎡,113동,1560가구,3/2개,16/16,남향,계단식/지역난방,20개동 총 1784가구,1784 세대,20개동, 3호선 원당역 도보 13분 거리,"화수초등, 화수중, 화수고","이마트(고양 화정점), 화정근린공원, 화정동사무소, 덕양문화체육센타"
362,362,"62,000만원","62,000만원",경기도 고양시 화정동 858 ,104.58㎡,82.65㎡,101동,1560가구,3/2개,17/20,남향,계단식/지역난방,20개동 총 1784가구,1784 세대,20개동, 3호선 원당역 도보 13분 거리,"화수초등, 화수중, 화수고","이마트(고양 화정점), 화정근린공원, 화정동사무소, 덕양문화체육센타"
363,363,"62,000만원","62,000만원",경기도 고양시 화정동 858 ,104.58㎡,82.65㎡,105동,1560가구,3/2개,14/20,남향,계단식/지역난방,20개동 총 1784가구,1784 세대,20개동, 3호선 원당역 도보 13분 거리,"화수초등, 화수중, 화수고","이마트(고양 화정점), 화정근린공원, 화정동사무소, 덕양문화체육센타"
364,364,"61,000만원","61,000만원",경기도 고양시 화정동 858 ,104.58㎡,82.65㎡,104동,1560가구,3/2개,고/17,남향,계단식/지역난방,20개동 총 1784가구,1784 세대,20개동, 3호선 원당역 도보 13분 거리,"화수초등, 화수중, 화수고","이마트(고양 화정점), 화정근린공원, 화정동사무소, 덕양문화체육센타"
365,365,"60,000만원","60,000만원",경기도 고양시 화정동 858 ,104.58㎡,82.65㎡,112동,1560가구,3/2개,저/20,남향,계단식/지역난방,20개동 총 1784가구,1784 세대,20개동, 3호선 원당역 도보 13분 거리,"화수초등, 화수중, 화수고","이마트(고양 화정점), 화정근린공원, 화정동사무소, 덕양문화체육센타"
366,366,"60,000만원","60,000만원",경기도 고양시 화정동 858 ,104.58㎡,82.65㎡,118동,1560가구,3/2개,고/17,남향,계단식/지역난방,20개동 총 1784가구,1784 세대,20개동, 3호선 원당역 도보 13분 거리,"화수초등, 화수중, 화수고","이마트(고양 화정점), 화정근린공원, 화정동사무소, 덕양문화체육센타"
367,367,"63,000만원","63,000만원",경기도 고양시 화정동 865 ,106.27A㎡,82.65㎡,305동,500가구,3/2개,2/20,남향,계단식/지역난방,10개동 총 856가구,856 세대,10개동, 3호선 화정역 도보 10분 거리,"화수초등, 용정초등, 화수중, 화수고","이마트(고양 화정점), 화정근린공원, 화정동사무소, 명지병원"
368,368,"85,000만원","85,000만원",경기도 고양시 화정동 868 ,201.62㎡,168.6㎡,404동,60가구,5/2개,15/15,남향,계단식/지역난방,4개동 총 300가구,300 세대,4개동, 3호선 화정역 도보 8분 거리,"화수초등, 화수중, 화수고","이마트(고양 화정점), 화정근린공원, 화정동사무소, 덕양문화체육센타"
369,369,"83,000만원","83,000만원",경기도 고양시 화정동 868 ,201.62㎡,168.6㎡,404동,60가구,5/2개,1/15,남향,계단식/지역난방,4개동 총 300가구,300 세대,4개동, 3호선 화정역 도보 8분 거리,"화수초등, 화수중, 화수고","이마트(고양 화정점), 화정근린공원, 화정동사무소, 덕양문화체육센타"
370,370,"70,000만원","35,000만원",경기도 고양시 화정동 969 ,200.71L㎡,158.68㎡,1동,1가구,3/2개,19/19,남향,기타식/지역난방,1개동 총 76가구,76 세대,1개동, 3호선 화정역 도보 1분 거리,"화정초등, 용정초등, 화중초등, 지도초등, 백양초등, 화정중, 백양중, 가람중, 화정고","이마트(고양 화정점), 세이브존(화정점), 화정근린공원"
371,371,"80,000만원","80,000만원",경기도 고양시 화정동 969 ,242.69E㎡,195.04㎡,1동,14가구,4/2개,14/19,남향,기타식/지역난방,1개동 총 76가구,76 세대,1개동, 3호선 화정역 도보 1분 거리,"화정초등, 용정초등, 화중초등, 지도초등, 백양초등, 화정중, 백양중, 가람중, 화정고","이마트(고양 화정점), 세이브존(화정점), 화정근린공원"
372,372,"50,000만원","49,000만원",경기도 고양시 화정동 952 ,68.27㎡,49.59㎡,805동,994가구,2/1개,11/20,남향,복도식/지역난방,10개동 총 1232가구,1232 세대,10개동, 3호선 화정역 도보 7분 거리,"화정초등, 화정중, 화정고","이마트(고양 화정점), 롯데마트(화정점), 영프라자, 화정근린9호공원"
373,373,"50,000만원","50,000만원",경기도 고양시 화정동 952 ,68.27㎡,49.59㎡,805동,994가구,2/1개,중/20,남향,복도식/지역난방,10개동 총 1232가구,1232 세대,10개동, 3호선 화정역 도보 7분 거리,"화정초등, 화정중, 화정고","이마트(고양 화정점), 롯데마트(화정점), 영프라자, 화정근린9호공원"
374,374,"52,000만원","52,000만원",경기도 고양시 화정동 1127 ,87.14B㎡,59.5㎡,1514동,834가구,3/1개,5/20,남향,복도식/지역난방,14개동 총 1391가구,1391 세대,14개동, 3호선 화정역 도보 7분 거리,"지도초등, 백양중, 지도중, 화정고","LG마트, 롯데마트(화정점), 세이브존(화정점), 이마트(고양 화정점), 시민체육공원, 백양공원, 고양경찰서"
375,375,"75,000만원","75,000만원",경기도 고양시 화정동 870 ,122.41A㎡,99.17㎡,526동,128가구,4/2개,6/16,남향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
376,376,"75,000만원","75,000만원",경기도 고양시 화정동 870 ,122.41A㎡,99.17㎡,526동,128가구,4/2개,6/16,남향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
377,377,"72,000만원","72,000만원",경기도 고양시 화정동 870 ,123.77B㎡,99.17㎡,516동,96가구,3/2개,9/16,남향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
378,378,"71,000만원","71,000만원",경기도 고양시 화정동 870 ,123.77B㎡,99.17㎡,516동,96가구,4/2개,6/16,남향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
379,379,"88,000만원","88,000만원",경기도 고양시 화정동 870 ,158.63A㎡,132.23㎡,544동,248가구,4/2개,3/15,남향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
380,380,"87,000만원","87,000만원",경기도 고양시 화정동 870 ,158.63A㎡,132.23㎡,526동,248가구,4/2개,6/16,남향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
381,381,"85,000만원","85,000만원",경기도 고양시 화정동 870 ,158.63A㎡,132.23㎡,536동,248가구,4/2개,1/16,남향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
382,382,"85,000만원","85,000만원",경기도 고양시 화정동 870 ,158.63A㎡,132.23㎡,552동,248가구,4/2개,8/12,동향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
383,383,"83,000만원","83,000만원",경기도 고양시 화정동 870 ,158.63A㎡,132.23㎡,544동,248가구,4/2개,5/15,남향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
384,384,"83,000만원","83,000만원",경기도 고양시 화정동 870 ,158.63A㎡,132.23㎡,544동,248가구,4/2개,5/15,남향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
385,385,"80,000만원","80,000만원",경기도 고양시 화정동 870 ,158.63A㎡,132.23㎡,553동,248가구,4/2개,5/17,남향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
386,386,"79,000만원","79,000만원",경기도 고양시 화정동 870 ,158.63A㎡,132.23㎡,512동,248가구,4/2개,9/16,남향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
387,387,"78,000만원","78,000만원",경기도 고양시 화정동 870 ,158.63A㎡,132.23㎡,522동,248가구,4/2개,13/15,남향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
388,388,"78,000만원","78,000만원",경기도 고양시 화정동 870 ,158.63A㎡,132.23㎡,512동,248가구,4/2개,중/16,남향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
389,389,"77,000만원","77,000만원",경기도 고양시 화정동 870 ,158.63A㎡,132.23㎡,542동,248가구,4/2개,15/16,남향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
390,390,"75,000만원","75,000만원",경기도 고양시 화정동 870 ,158.63A㎡,132.23㎡,512동,248가구,4/2개,8/16,남향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
391,391,"75,000만원","75,000만원",경기도 고양시 화정동 870 ,158.63A㎡,132.23㎡,524동,248가구,4/2개,1/15,남향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
392,392,"73,000만원","73,000만원",경기도 고양시 화정동 870 ,158.63A㎡,132.23㎡,523동,248가구,4/2개,고/13,동향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
393,393,"73,000만원","73,000만원",경기도 고양시 화정동 870 ,158.63A㎡,132.23㎡,523동,248가구,4/2개,고/13,동향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
394,394,"81,000만원","81,000만원",경기도 고양시 화정동 870 ,158.76B㎡,135.54㎡,536동,176가구,4/2개,1/20,남향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
395,395,"85,000만원","85,000만원",경기도 고양시 화정동 870 ,158.79C㎡,132.23㎡,552동,584가구,4/2개,8/20,동향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
396,396,"87,000만원","87,000만원",경기도 고양시 화정동 870 ,192.14A㎡,161.98㎡,531동,136가구,5/2개,10/20,남향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
397,397,"86,000만원","86,000만원",경기도 고양시 화정동 870 ,192.14A㎡,161.98㎡,531동,136가구,5/2개,10/20,남향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
398,398,"78,000만원","78,000만원",경기도 고양시 화정동 870 ,192.14A㎡,161.98㎡,551동,136가구,5/2개,1/17,남향,계단식/지역난방,38개동 총 2032가구,2032 세대,38개동, 3호선 화정역 도보 5분 거리,"화수초등, 화중초등, 화수중, 화수고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정근린공원,명지병원, 화정파출소"
399,399,"89,000만원","89,000만원",경기도 고양시 화정동 936 ,121.26㎡,102.48㎡,615동,448가구,4/2개,8/20,동향,계단식/지역난방,19개동 총 1320가구,1320 세대,19개동, 3호선 화정역 도보 3분 거리,"화정초등, 용정초등, 화정중, 화정고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 덕양구청,"
400,400,"110,000만원","110,000만원",경기도 고양시 화정동 936 ,154.98㎡,132.23㎡,608동,584가구,4/2개,18/20,남향,계단식/지역난방,19개동 총 1320가구,1320 세대,19개동, 3호선 화정역 도보 3분 거리,"화정초등, 용정초등, 화정중, 화정고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 덕양구청,"
401,401,"110,000만원","110,000만원",경기도 고양시 화정동 936 ,154.98㎡,132.23㎡,609동,584가구,4/2개,6/20,남향,계단식/지역난방,19개동 총 1320가구,1320 세대,19개동, 3호선 화정역 도보 3분 거리,"화정초등, 용정초등, 화정중, 화정고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 덕양구청,"
402,402,"92,000만원","92,000만원",경기도 고양시 화정동 936 ,154.98㎡,132.23㎡,601동,584가구,4/2개,3/20,동향,계단식/지역난방,19개동 총 1320가구,1320 세대,19개동, 3호선 화정역 도보 3분 거리,"화정초등, 용정초등, 화정중, 화정고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 덕양구청,"
403,403,"48,000만원","48,000만원",경기도 고양시 화정동 961 ,68.40㎡,49.59㎡,1111동,648가구,2/1개,2/19,남향,복도식/지역난방,11개동 총 1350가구,1350 세대,11개동, 3호선 화정역 도보 3분 거리,"백양초등, 백양중, 화정고","이마트(고양 화정점), 세이브존(화정점), 영프라자, 화정6호근린공원"
